city,season,total_cases,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt,air_temp_k,avg_temp_k,dew_point_temp_k,max_air_temp_k,min_air_temp_k,precip_amt_kg_per_m2,relative_humidity_percent,specific_humidity,tdtr_k
iq,summer,0,0.2232286,0.2028714,0.1952571,0.2701857,36.42,298.8314286,300.1928571,293.9271429,310.2,292,6,76.53285714,15.44714286,12.67142857
iq,summer,3,0.3644857,0.2609857,0.3164571,0.3851571,55.73,296.9485714,297.7071429,293.6842857,310.6,288.2,115.2,85.03,15.31142857,10.75714286
iq,summer,0,0.4011857,0.3545167,0.3276714,0.3920429,100.55,298.1442857,299.2928571,295.7371429,307.9,293,53.36,88.11714286,17.26285714,9.471428571
iq,summer,0,0.2535,0.2371143,0.2290286,0.2321714,74.6,299.3571429,300.7,295.8285714,310.6,292.9,253.3,83.68285714,17.45142857,11.6
iq,summer,0,0.1760286,0.1963833,0.2257571,0.2349286,38.3,297.9157143,299.8857143,296.3128571,309,292.5,42.5,92.16571429,17.91428571,11.2
iq,summer,2,0.2758286,0.2288429,0.2752,0.2871143,44.16,298.1628571,299.35,296.2014286,305.6,293.8,34.6,90.34285714,17.79714286,8.528571429
iq,summer,2,0.4750143,0.3795,0.4249429,0.4324429,39.52,298.9571429,300.6785714,296.2242857,311.2,294.6,41.2,87.37,17.89571429,9.957142857
iq,summer,3,0.1345143,0.1314714,0.1153571,0.1212714,32.47,300.0414286,300.8428571,295.2957143,310.1,292.3,6.1,77.78428571,16.87285714,12.08571429
iq,summer,3,0.3946571,0.3269571,0.3912143,0.4190429,105.14,298.1357143,299.9571429,295.74,310.8,292.3,85.3,88.48,17.39,9.428571429
iq,summer,3,0.3176857,0.3246,0.2498,0.3244714,31.08,298.3671429,300.1714286,295.6457143,308.4,290.9,36.4,86.75571429,17.29285714,10.62857143
iq,summer,1,0.2636429,0.2816571,0.2466667,0.3012571,123.63,298.6814286,300.1071429,296.7257143,307,294.8,40.8,90.88285714,18.37857143,9.042857143
iq,summer,2,0.2749,0.2452,0.3094571,0.2953286,81.27,299.2228571,299.6071429,296.53,308.5,294.3,51.4,86.99571429,18.27,9.071428571
iq,fall,3,0.4003429,0.3180571,0.3287714,0.3696429,72.23,298.3157143,299.7357143,296.1357143,309.4,293.5,77.83,89.20714286,17.74571429,9.7
iq,fall,6,0.3586286,0.24435,0.3519,0.3588,108.62,298.6857143,300.25,297.3385714,306.4,294.8,178.89,93.23142857,19.10714286,8.271428571
iq,fall,5,0.1926667,0.2244,0.1361143,0.1363143,64.95,298.1685714,299.5428571,296.8514286,308.5,294.1,65.04,93.91714286,18.53285714,8.342857143
iq,fall,1,0.2850778,0.2306556,0.2676444,0.2647778,49.42,296.2971429,297.05,295.6828571,302.6,294.3,82.68,96.93714286,17.17285714,4.185714286
iq,fall,4,0.2025714,0.1989667,0.2445571,0.1879571,,,,,,,,,,
iq,fall,5,0.24942,0.30885,0.2086286,0.2590143,78.53,297.4371429,298.7428571,296.6371429,304,294.9,55.3,95.79428571,18.25571429,6.2
iq,fall,8,0.32786,0.29844,0.30672,0.34024,63.47,297.7528571,298.9571429,297.02,306.2,294.5,62.5,96.12857143,18.71285714,6.828571429
iq,fall,5,0.3205857,0.3365286,0.2566,0.3441143,29.23,299.62,300.8285714,295.89,308.3,293.6,19.4,82.46714286,17.49142857,11.22857143
iq,fall,2,0.2330143,0.2351857,0.1964857,0.2055429,4.65,300.9,302.15,292.8328571,309.7,293.2,1.6,65.28428571,14.54857143,13.64285714
iq,fall,3,0.1235429,0.0993,0.1128571,0.1172,13.2,299.9028571,301.3714286,293.9885714,309.8,293.2,9,72.92714286,15.56714286,14.08571429
iq,fall,3,0.2787429,0.2987571,0.3127143,0.3048286,24.83,298.27,299.55,295.64,307.2,294.8,33.46,86.76571429,17.17428571,8.5
iq,fall,1,0.2366286,0.1670429,0.1970286,0.2225143,39.06,298.0814286,299.75,295.6428571,310.1,292.6,34.5,87.71857143,17.20857143,9.728571429
iq,fall,6,0.3190571,0.3352333,0.2176286,0.3000286,125.04,297.8828571,299.4357143,296.3485714,308,294.3,83.27,93.01285714,17.95,7.814285714
iq,winter,4,0.2094714,0.2086571,0.1715,0.1935714,52.08,297.9814286,299.4285714,296.4557143,308.1,293.2,49.36,92.56142857,18.09428571,9.085714286
iq,winter,1,0.3076833,0.2140167,0.33865,0.3110429,80.33,296.7771429,297.5214286,296.0685714,304.4,293.5,76.75,96.28857143,17.61,5.242857143
iq,winter,2,0.3859857,0.4247833,0.3514143,0.3465286,137.83,297.8871429,299.5357143,296.6214286,305.5,292.9,75.16,93.62857143,18.24857143,9.785714286
iq,winter,3,0.3062833,0.19872,0.02988,0.29015,120.1,297.3128571,298.2,296.6071429,303.5,294,76.2,96.23857143,18.23714286,5.714285714
iq,winter,1,0.136,0.138,0.1862333,0.1294333,101.22,297.2028571,298.2642857,296.8157143,303.9,293.8,88.9,97.94142857,18.47,5.214285714
iq,winter,8,0.3592143,0.3348429,0.2791571,0.3612714,47.26,297.8128571,298.9785714,297.1757143,305.6,294.2,135.4,96.49857143,18.82571429,6.271428571
iq,winter,4,0.2441857,0.1958286,0.1747,0.1882286,61.8,298.2171429,299.65,296.6371429,308.4,292.9,54.89,92.32,18.30857143,8.985714286
iq,winter,6,0.3742857,0.3308,0.2340333,0.2549429,113.62,297.78,298.5142857,296.7714286,304,293.9,90.3,94.78857143,18.40857143,6
iq,winter,7,0.27884,0.1637667,0.1911833,0.3266286,65.82,297.1271429,297.8285714,296.7085714,303.5,293.6,133.17,97.80857143,18.34,5.028571429
iq,winter,5,0.1575667,0.1215429,0.1904143,0.1225333,83.93,297.7985714,299.1285714,296.8357143,305.9,293.1,56.52,95.11571429,18.51142857,8.714285714
iq,winter,8,0.1716667,0.1522333,0.1598333,0.1769,34.81,296.4142857,297.2142857,295.27,303.4,292.6,45.5,93.89714286,16.77857143,5.771428571
iq,winter,6,0.2254667,0.18515,0.1942,0.2483167,173.45,297.6028571,299.1785714,295.82,308.2,292,83,91.62714286,17.40142857,9.1
iq,winter,5,0.1903143,0.07784286,0.1931714,0.1023286,35.43,297.3057143,298.3285714,295.9585714,306.4,291.7,42.6,93.57571429,17.5,9.628571429
iq,spring,6,0.1073,0.1170667,0.1967857,0.1106143,88.62,296.7671429,297.8214286,295.6971429,304.1,292.8,36.63,94.69285714,17.21285714,8.185714286
iq,spring,6,0.2378429,0.2350833,0.1669571,0.2119714,85.28,295.5742857,296.25,294.99,300,293,51.89,96.87571429,16.42,5.042857143
iq,spring,13,0.3329571,0.191,0.2340429,0.3255143,94.52,296.2042857,297.3214286,294.7057143,306,292.1,24.5,92.37142857,16.13857143,7.785714286
iq,spring,2,0.2392333,0.1535429,0.1328286,0.1970429,32.95,295.6342857,296.8142857,293.86,304.2,289.8,25.9,90.44714286,15.31285714,8.4
iq,spring,10,0.2572143,0.3249286,0.1978,0.1967571,46.39,296.1514286,297.5857143,295.0414286,304.4,291.8,50.7,94.66857143,16.51428571,8.457142857
iq,spring,3,0.3175571,0.3013857,0.2793714,0.3355429,83.94,296.6171429,298.0857143,294.8142857,305.1,291.8,18.67,90.90571429,16.25285714,9.485714286
iq,spring,12,0.2328286,0.2737667,0.2338,0.1532429,48.09,297.5014286,298.9357143,294.3585714,306.9,291.4,24.76,85.15857143,15.86,11.21428571
iq,spring,7,0.2679429,0.2995,0.2177,0.2849857,53.78,296.8128571,298.1142857,294.9971429,304.4,291.8,25.42,90.92857143,16.48,10.2
iq,spring,6,0.2089,0.1555,0.2203,0.2542571,85.96,296.0171429,297.2928571,294.4714286,306.1,291.7,27.62,92.52714286,15.97571429,8.842857143
iq,spring,5,0.2489,0.2659571,0.2185286,0.2375571,29.82,297.5171429,298.9642857,293.1442857,307.4,291,3.9,79.71857143,14.69428571,12.15714286
iq,spring,6,0.1910714,0.227,0.1685286,0.2957,18.44,296.53,297.6357143,292.2228571,307.2,288.1,4.1,79.23571429,13.82428571,12.18571429
iq,spring,6,0.3931286,0.3286429,0.2767714,0.3885143,23.78,297.82,299.9857143,293.4214286,308.3,290.2,7.9,78.48142857,14.96142857,14.28571429
iq,spring,6,0.3113,0.2609286,0.2330143,0.2997857,42.86,298.1428571,299.8071429,294.5671429,310.1,291.1,23.2,83.17285714,16.07714286,12.52857143
iq,summer,8,0.3343571,0.3720286,0.3420143,0.2845857,147.32,297.7714286,299.3785714,294.9885714,307.8,291.7,41.89,86.54,16.48428571,11.12857143
iq,summer,6,0.1302667,0.15128,0.1108143,0.1174857,46.58,298.4571429,300.5142857,296.1157143,308.2,294.7,35.7,88.74285714,17.67,10.28571429
iq,summer,9,0.2680714,0.2102286,0.2273429,0.32515,36.64,297.7214286,299.0642857,295.88,308.9,293.3,59.5,91.2,17.44,8.928571429
iq,summer,12,0.3915333,0.3207286,0.1595857,0.3325286,48.68,298.6285714,299.9714286,294.3828571,309.8,292.4,6.9,79.55714286,15.90142857,13.2
iq,summer,19,0.2754571,0.2193,0.2612571,0.3283857,85.69,299.17,300.9142857,296.1157143,310.6,293.8,70.02,84.80714286,17.71142857,11.65714286
iq,summer,8,0.2614714,0.1862429,0.3057286,0.2577429,52.27,297.5685714,298.7428571,295.3142857,305.5,292.7,39.9,88.82571429,16.82428571,8.828571429
iq,summer,16,0.3523286,0.2841714,0.3764143,0.3553429,65.25,298.0571429,299.2642857,296.8671429,307.2,293.3,51.6,94.16,18.54714286,8.357142857
iq,summer,21,0.2538429,0.1996667,0.3036857,0.2235571,35.61,299.4285714,300.9214286,296.2957143,309.6,292.8,23.1,85.06571429,17.90142857,13.15714286
iq,summer,6,0.2953286,0.2312286,0.2604,0.3197714,74.01,298.4414286,299.9428571,295.9071429,312.3,292.2,48.5,87.87,17.53714286,12.31428571
iq,summer,22,0.4148857,0.3245571,0.2727429,0.3656714,91.63,299.5042857,300.7857143,296.1785714,309.2,294.3,67,84.82714286,17.80571429,10.65714286
iq,summer,37,0.3466857,0.3154143,0.2708571,0.3742,74.68,297.1685714,297.7071429,296.4842857,304.2,292.4,53.9,96.35428571,18.12142857,5.928571429
iq,summer,33,0.2278714,0.1945,0.1909143,0.2095571,74.08,299.4185714,301.2357143,296.0971429,309.3,293.6,26.8,84.61142857,17.73857143,11.64285714
iq,summer,18,0.2153167,0.1672857,0.2026286,0.2191286,71.98,297.9585714,299.2,297.02,306.1,293.6,56.8,95.25142857,18.71428571,7.914285714
iq,fall,83,0.2019429,0.1593667,0.1590429,0.2410857,53.01,299.1771429,300.3785714,296.44,309.5,293.3,36.83,87.13,18.11,10.95714286
iq,fall,116,0.3234286,0.3095143,0.2758286,0.3359,70.04,297.7871429,298.8357143,296.5742857,305.8,294.5,91,93.93857143,18.20714286,6.5
iq,fall,32,0.2611429,0.2033143,0.2437429,0.2363571,49.56,298.7014286,300.0357143,296.3857143,308.5,293.8,38,88.78,18.04,10.21428571
iq,fall,7,0.3648625,0.3266,0.4031125,0.3162,109.83,298.4042857,299.6571429,297.1228571,306.3,294.8,29.79,93.25285714,18.85571429,8.228571429
iq,fall,9,,,,,,,,,,,,,,
iq,fall,10,0.3148429,0.1866286,0.3033,0.2704,70.6,298.1628571,300.0071429,296.7128571,307.9,293.5,61.61,93.00571429,18.37,9.757142857
iq,fall,5,0.3044143,0.3612571,0.3126,0.3156286,93.73,297.6628571,298.8428571,296.7271429,307.6,291.6,96.21,95.53,18.40857143,7.228571429
iq,fall,8,0.3459333,0.3118,0.291,0.3379714,60.52,300.0685714,301.5642857,296.58,308.7,295,26.7,83.3,18.25857143,11.35714286
iq,fall,7,0.3643667,0.2779143,0.2925571,0.2806857,25.67,299.6485714,301.1071429,296.9314286,308.1,294.9,42.24,87.31285714,18.64571429,9.985714286
iq,fall,8,0.1582286,0.16725,0.1518143,0.1266,88.96,299.0614286,300.8285714,296.9071429,308.4,295.3,47.3,89.42714286,18.63571429,9.342857143
iq,fall,11,0.2151857,0.1728143,0.2623,0.2283571,52.61,296.7528571,297.6928571,295.9957143,304.4,294.2,56.8,95.97714286,17.57571429,5.185714286
iq,fall,6,0.1995,0.2024571,0.2189,0.1806857,125.35,298.0271429,299.1642857,297.2214286,304.6,294.5,189.06,95.74857143,18.94714286,6.985714286
iq,fall,7,0.2011,0.2081429,0.2812143,0.2109,46.98,298.2957143,299.2857143,296.5428571,306.5,294.4,39.6,91.57714286,18.20142857,7.857142857
iq,fall,7,0.2937167,0.2696167,0.2308,0.2771,54.22,298.1585714,299.3928571,297.0457143,305.9,294.4,44.51,94.40142857,18.73142857,8.014285714
iq,winter,14,0.1558429,0.1370833,0.2418714,0.1464286,155.54,297.9571429,298.6857143,297.5285714,304.9,295.6,201.4,97.68714286,19.27428571,4.828571429
iq,winter,7,0.2515167,0.1817667,0.1545286,0.2099571,162.51,297.3142857,298.6785714,295.85,304.5,291.9,21.7,92.26714286,17.39857143,7.814285714
iq,winter,9,0.2150714,0.2127,0.1209286,0.2354286,99.37,298.37,299.8285714,296.2514286,306.6,294.7,32.8,89.82,17.82,9.342857143
iq,winter,13,0.3816857,0.3683143,0.3837714,0.3666571,55.12,297.37,298.5857143,296.0885714,308.6,293,67.5,93.80142857,17.62428571,7.628571429
iq,winter,16,0.3091143,0.2173571,0.3001,0.2446571,87.41,297.7085714,299,296.2357143,306.5,292.4,68,92.41714286,17.89285714,8.457142857
iq,winter,7,0.1869333,0.1447571,0.1957429,0.1824286,40.03,297.7014286,298.4642857,297.2028571,304,295,90.2,97.32285714,18.88571429,6.414285714
iq,winter,9,0.2082833,0.1649167,0.2776667,0.1962667,37.6,297.4371429,298.1928571,296.9614286,306.4,294,178.2,97.38142857,18.59714286,5.357142857
iq,winter,2,0.2141,0.2315333,0.1616857,0.2017714,78.8,297.9271429,298.8642857,297.4028571,303.9,294.1,54.9,97.16285714,19.15285714,6.642857143
iq,winter,13,0.1465333,0.1345833,0.1343143,0.1880571,33.29,297.33,298.4357143,296.5757143,304.8,293.3,64.1,95.93714286,18.18142857,6.1
iq,winter,8,0.2484333,0.2341,0.2020667,0.1930667,49.07,298.6842857,299.7214286,296.3414286,306.7,293.6,54.89,88.29428571,17.94,9.271428571
iq,winter,3,0.2700857,0.1737571,0.2104571,0.2297429,56.22,297.5328571,298.3428571,296.3528571,304.9,293.6,49.1,93.91857143,17.95714286,7.542857143
iq,winter,5,0.3118143,0.3585429,0.2806571,0.2474571,43.14,299.0057143,300.6142857,295.8042857,308.1,294,21.1,84.65857143,17.40714286,10.94285714
iq,winter,4,0.3782857,0.3693714,0.3631857,0.3612429,61.75,298.4342857,299.4785714,295.6785714,307.3,292.7,34.92,86.70142857,17.2,10.01428571
iq,spring,8,0.1395143,0.1401,0.14235,0.1185429,40.44,297.3042857,298.4857143,296.2271429,303.9,293.7,51,94.59285714,17.78857143,7.171428571
iq,spring,2,0.2890857,0.2256429,0.2247143,0.2651286,104.83,297.3771429,298.6214286,295.32,304.8,293.4,29.01,89.19428571,16.82428571,8.528571429
iq,spring,3,0.2915571,0.2460714,0.3518571,0.2604571,50.88,297.8571429,299.0571429,294.6442857,307.7,291.9,11,84.46714286,16.16857143,10.48571429
iq,spring,5,0.2747143,0.1780143,0.2843143,0.2271714,23.6,296.82,298.4928571,294.4085714,307.4,292.4,26.6,88.38714286,15.87714286,10.72857143
iq,spring,7,0.2008,0.2010667,0.1622667,0.2214,43.24,297.8657143,299.4214286,294.5285714,308.3,290.4,23.91,84.69285714,16.03857143,11.1
iq,spring,3,0.3869286,0.3350571,0.3298429,0.4413429,109.71,296.9885714,297.5928571,292.23,308.2,288.3,8.7,77.37285714,13.92857143,11.81428571
iq,spring,5,0.1680286,0.1343286,0.1865571,0.1472571,27.33,297.7942857,298.9285714,292.4557143,307.7,287.5,8.9,75.69714286,14.19142857,13.51428571
iq,spring,6,0.3474857,0.2537,0.2769571,0.3653143,42.32,296.8985714,298.0142857,293.75,306.3,290.1,15.3,84.23857143,15.26,10.08571429
iq,spring,5,0.3286857,0.3132571,0.2262143,0.2740143,0,298.2214286,299.7285714,293.0357143,308.2,292.6,8.64,75.57142857,14.60857143,11.48571429
iq,spring,5,0.2826429,0.2270286,0.2825571,0.239,38.17,298.9257143,300.3357143,293.64,309.7,293.5,1.99,74.85571429,15.15,12.18571429
iq,spring,4,0.2669857,0.2939286,0.336,0.2924857,17.85,299.6057143,300.4285714,291.7785714,310.5,290.7,6,64.65857143,13.59,14.2
iq,spring,0,0.3288,0.2715571,0.2723,0.3005,69.62,298.4285714,299.6785714,294.9457143,309,292.9,15.82,83.85428571,16.44,10.81428571
iq,spring,0,0.4568333,0.3595833,0.35945,0.3801167,12.81,298.1842857,299.3714286,293.9185714,308.6,292.4,11,79.64714286,15.42857143,10.94285714
iq,summer,0,0.3354286,0.2007143,0.3228857,0.3091429,36.98,300.0585714,301.2142857,294.0057143,309.3,293.4,4.2,71.97142857,15.51857143,13.71428571
iq,summer,0,0.2394286,0.2148714,0.2390429,0.2276,18.66,298.88,299.8071429,295.6585714,307.3,292.9,35.3,83.73,17.22285714,9.928571429
iq,summer,0,0.1845667,0.1952571,0.1543857,0.2124833,2.56,298.4985714,299.7642857,293.5557143,309.1,292.4,13.7,76.59571429,15.06,11.78571429
iq,summer,2,0.4054167,0.4287714,0.3706,0.4210857,29.8,301.1757143,302.9285714,293.7528571,314,294.8,4.2,67.21285714,15.33142857,14.82857143
iq,summer,4,0.3321571,0.3463667,0.2586143,0.3210429,54.7,299.11,300.25,293.8971429,312.7,292.1,4.6,74.95285714,15.43571429,12.35714286
iq,summer,4,0.3734286,0.2774833,0.3742286,0.3522714,60,299.5157143,300.8571429,294.3857143,313.2,293.2,22.2,75.50857143,15.91571429,11.68571429
iq,summer,3,0.3072571,0.2782143,0.3548286,0.2869571,73.97,299.5785714,301.1928571,295.7685714,310.5,291.9,35.08,81.69142857,17.41714286,12.24285714
iq,summer,3,0.3635571,0.3000429,0.2898286,0.3261429,100.06,298.0657143,299.1642857,295.8028571,307.4,294,59.7,89.14285714,17.36428571,8.642857143
iq,summer,5,0.1875714,0.2133714,0.1718571,0.1789571,59.15,299.4585714,301.4785714,296.8057143,308.6,294.9,49.85,87.23142857,18.55,10.78571429
iq,summer,6,0.3938,0.2986286,0.4019857,0.4103714,75.36,298.6,300.0785714,296.36,309.4,292.9,143.8,89.31,17.97428571,9.7
iq,summer,14,0.4424286,0.3481714,0.3430714,0.4731429,49.87,298.31,300.0928571,296.8957143,307.2,295,45,93.17714286,18.58285714,8.557142857
iq,summer,3,0.2825714,0.2206,0.2882143,0.2400857,72.34,299.4128571,300.6285714,297.3942857,309.1,295.2,63.53,90.34857143,19.19428571,8.914285714
iq,summer,7,0.3178143,0.3027,0.3369429,0.4171286,78.52,299.42,300.45,296.6128571,307.6,294.1,34.95,86.40857143,18.30428571,9.728571429
iq,fall,11,0.3585857,0.2194857,0.2579143,0.2992714,60.5,299.2171429,300.7071429,296.6571429,308.4,295.4,71.8,87.72142857,18.36428571,9.1
iq,fall,2,0.1984429,0.1941,0.1930143,0.247,46.91,298.5742857,300.2571429,297.1871429,307,295.4,46.9,92.95714286,18.94571429,8.2
iq,fall,6,0.180575,0.1413333,0.2552833,0.1383714,151,298.0214286,299.3714286,297.1914286,304.4,295.5,113.36,95.67428571,18.91571429,6.485714286
iq,fall,8,0.3546,0.21995,0.3225167,0.2563333,114.58,298.1814286,299.5785714,296.9357143,306.5,294.9,210.5,93.82142857,18.58428571,7.385714286
iq,fall,25,0.1995143,0.2393429,0.2276571,0.2155,38.78,298.8328571,299.6428571,292.8785714,307.8,292.4,15.2,73.16142857,14.52428571,12.31428571
iq,fall,21,0.2284,0.2020714,0.19475,0.23035,138.46,298.7285714,300.3,296.3714286,307.7,293.5,47.6,88.33571429,18.16571429,9.885714286
iq,fall,10,0.1743,0.1336429,0.1117571,0.1944286,88.85,298.46,300.1142857,296.3214286,307.3,295,52.2,89.95571429,17.94142857,9.142857143
iq,fall,28,0.1517667,0.1377,0.1478,0.1607833,49.32,297.1885714,298.2928571,295.7771429,304.8,294.4,52.2,93.11428571,17.36428571,6.214285714
iq,fall,39,0.3791143,0.3053286,0.3459714,0.3715714,34.17,297.1657143,298.2214286,296.6471429,302.7,294.3,63.98,97.32,18.26428571,5.528571429
iq,fall,20,0.2568143,0.13605,0.1978286,0.2583143,71.87,297.64,298.3785714,296.8085714,304.2,294,67,95.82714286,18.44285714,5.785714286
iq,fall,24,0.3827,0.2506,0.2436571,0.2856,44.35,297.0642857,298.1428571,295.3642857,305.2,292.8,33,91.09857143,16.92714286,7.285714286
iq,fall,28,0.2621143,0.1248,0.2153571,0.1447857,23.44,298.9385714,300.7785714,295.9614286,308.3,292.9,72.2,86.03142857,17.60571429,10.78571429
iq,fall,26,0.1786667,0.1959333,0.1412667,0.1282833,79.13,298.2528571,299.8714286,296.7642857,306.9,295.1,50.38,92.60571429,18.40142857,8.028571429
iq,winter,8,0.4246286,0.4113,0.3731857,0.3158571,94.99,297.9257143,299.1071429,297.2071429,304,294.7,130.6,96.36,18.90285714,6.414285714
iq,winter,9,0.1924286,0.1158857,0.1940571,0.1712714,121.69,297.9314286,299.0071429,296.5814286,305.3,294.5,58.83,93.34714286,18.2,7.014285714
iq,winter,12,0.2885667,0.17954,0.2972714,0.2236429,120.62,297.4942857,298.7857143,296.2957143,305.3,292.5,70,93.78714286,17.91142857,7.342857143
iq,winter,18,0.24505,0.18885,0.2235333,0.1816667,121.46,298.04,299.2357143,297.0671429,304.9,294.8,88.81,95.02428571,18.73428571,6.957142857
iq,winter,9,0.2416714,0.2054,0.1560143,0.2833143,41.68,297.7742857,299.4428571,296.0471429,308.3,293.8,87.9,91.81142857,17.61,9.571428571
iq,winter,9,0.3011286,0.2650571,0.2553143,0.2626857,75.33,297.8257143,298.8142857,296.9657143,305.5,292.9,66.46,95.51,18.71428571,7.428571429
iq,winter,6,0.3309,0.2654714,0.3195571,0.2849429,69.6,298.0614286,299.1785714,296.4571429,306.4,293.9,54.86,92.11142857,18.08285714,7.442857143
iq,winter,6,0.2055714,0.23605,0.1919143,0.1393714,74.93,296.85,297.7071429,295.0514286,305.3,291.7,39.6,90.86428571,16.55857143,7.757142857
iq,winter,8,0.1516,0.0846,0.1763143,0.1137286,65.07,297.63,299.0214286,296.3842857,306.3,293.6,38.84,93.63571429,17.96285714,8.414285714
iq,winter,5,0.2866571,0.1871571,0.2665143,0.2874571,127.24,296.1842857,297.5571429,295.4528571,304.3,291.8,70,96.09857143,16.97714286,6.628571429
iq,winter,7,0.3392857,0.3482857,0.3158286,0.3745714,1.52,296.0542857,296.9142857,290.0885714,305.6,287.2,0.1,72.03428571,12.11142857,12.37142857
iq,winter,6,0.2065143,0.1171429,0.1692714,0.1700714,91.4,297.9928571,299.1142857,293.7771429,307.7,288.8,12.47,80.38571429,15.46,10.88571429
iq,winter,5,0.09837143,0.1010667,0.1863143,0.09775,79.48,295.9871429,297.1714286,294.5571429,304.1,291.3,44.65,92.50571429,16.02571429,6.885714286
iq,spring,3,0.3404429,0.1908571,0.3513429,0.2586143,130.66,297.0442857,298.5642857,295.6957143,307.2,292.3,37.6,93.47571429,17.19571429,8.9
iq,spring,1,0.1732714,0.185,0.1369286,0.1680429,84.99,297.4271429,298.1357143,294.75,307.2,290.3,21.5,87.21428571,16.25857143,10.07142857
iq,spring,0,0.22138,0.22336,0.3714167,0.22146,71.69,296.7242857,297.9785714,294.2757143,306.3,289.5,27.29,88.47142857,15.80142857,10.78571429
iq,spring,1,0.3118571,0.2039333,0.3360286,0.3046286,17.21,296.8514286,297.6142857,293.5171429,307.2,289.2,9.16,83.46714286,15.02,10.74285714
iq,spring,2,0.3201714,0.2081,0.2921143,0.2326857,20.72,296.4485714,297.9142857,294.5928571,304.8,292.6,13.62,90.43285714,16.00571429,7.971428571
iq,spring,3,0.3499857,0.2920429,0.2884571,0.2949167,1.17,297.6214286,298.8571429,292.8328571,306.7,292.1,1.8,77.27142857,14.41714286,11.42857143
iq,spring,2,0.3602857,0.341,0.3629571,0.3211286,54.72,297.3971429,299.0857143,294.2585714,307.3,291.8,40,85.14,15.78857143,11
iq,spring,2,0.3186857,0.3523429,0.3766429,0.2859,28.66,297.5042857,298.7428571,293.26,307.7,289.7,15.4,79.74285714,14.88,11.71428571
iq,spring,2,0.2016857,0.1625571,0.2003286,0.2015571,44.96,297.51,299.3428571,295.2,308.4,292.7,38.07,88.70714286,16.70714286,11.22857143
iq,spring,2,0.4397857,0.3675857,0.3333143,0.3809857,11.79,297.5,299.5142857,293.08,308.9,291,12.39,79.24285714,14.63142857,12.22857143
iq,spring,2,0.2908,0.238675,0.2856571,0.3337,47.74,298.6485714,300.6357143,295.5457143,307.9,294.6,22.19,84.62,17.06571429,10.27142857
iq,spring,4,0.2736429,0.2089429,0.2408857,0.2427571,68.6,298.7357143,299.7357143,295.1442857,308.7,292.5,23.6,83.04714286,16.69142857,11.27142857
iq,spring,0,0.3097833,0.3501286,0.2846833,0.3948167,68,298.28,299.9,295.2728571,310,293.1,22.24,85.37285714,16.77714286,11.17142857
iq,summer,6,0.2277857,0.2833143,0.2443714,0.2834143,90.33,299.2657143,300.35,293.9028571,310.3,290.2,9.4,75.53,15.45714286,13.72857143
iq,summer,3,0.28004,0.2367167,0.2361833,0.25855,111.87,297.8028571,299.1642857,293.0371429,308.7,291.9,16.4,77.25428571,14.64285714,11.32857143
iq,summer,2,0.3807286,0.3783667,0.3023,0.3075714,82.2,299.34,300.8571429,294.35,311.2,291.5,35.7,77.51428571,15.91,13.74285714
iq,summer,6,0.4655,0.2415429,0.4734,0.4934429,134.64,299.3814286,300.6857143,295.7385714,308.6,294.3,44.62,82.84571429,17.25428571,11.28571429
iq,summer,2,0.35495,0.2479333,0.3508143,0.3139167,60.48,299.4657143,300.4357143,295.16,310.3,292,24.8,80.49,16.73857143,12.78571429
iq,summer,7,0.1556167,0.19152,0.2151857,0.1546143,41.69,299.3457143,301.0285714,296.7514286,309.5,293.8,29.5,86.85285714,18.44714286,12.05714286
iq,summer,4,0.3215,0.2769,0.2100857,0.3337571,103.77,299.6485714,301.0142857,297.7642857,308.1,295.7,55.5,90.37857143,19.59571429,8.571428571
iq,summer,6,0.4882286,0.3681429,0.4377429,0.3788286,55.94,298.7942857,300.4142857,296.6614286,308.3,294,54.8,89.7,18.31142857,9.342857143
iq,summer,6,0.3603286,0.2740143,0.3477143,0.3247857,67.5,300.4671429,301.8785714,296.8828571,309.8,295.1,42.73,82.93428571,18.63,11.61428571
iq,summer,2,0.2951286,0.2463857,0.3020714,0.277,80.25,299.4328571,300.9142857,297.8528571,307.8,295.3,68,92.08857143,19.73142857,8.2
iq,summer,13,0.3191429,0.1862857,0.2737,0.2470286,86.65,297.2957143,298.4357143,296.2014286,304.5,293.5,87.2,94.44,17.79142857,7.357142857
iq,summer,10,0.3405571,0.2662571,0.3427286,0.3283857,43.59,298.0985714,299.5571429,296.9614286,307.3,294.7,61.43,94.30285714,18.63857143,7.371428571
iq,summer,5,0.1504714,0.1515714,0.1926,0.1557286,75.33,299.1971429,300.9357143,296.9885714,309.1,294,61.28,89.55,18.74428571,10.75714286
iq,fall,2,0.4470833,0.3015143,0.3405714,0.4276,99.89,298.2028571,299.2,297.6085714,304.6,294.6,95.02,96.79571429,19.42571429,6.914285714
iq,fall,0,0.3785,0.3020333,0.3492286,0.4147857,157.75,298.1585714,299.0714286,297.3514286,304.4,294.2,63,95.87571429,19.11142857,6.4
iq,fall,1,0.32782,0.26192,0.3814667,0.35295,111.48,297.68,298.9857143,296.7257143,306.7,294.3,80.2,95.07857143,18.35857143,6.542857143
iq,fall,0,0.2201167,0.1589571,0.1905714,0.1324,79.94,297.2885714,298.2071429,296.5171429,306.3,293.2,88.9,95.92714286,18.14428571,7.414285714
