"","Default","checkingstatus1","duration","history","purpose","amount","savings","employ","installment","status","others","residence","property","age","otherplans","housing","cards","job","liable","tele","foreign","rent"
"549",1,"A11",12,"good","goods/repair",626,"A61","A73",4,"A92","A101",4,"A121",24,"A141","A152",1,"A172",1,"A191","foreign","FALSE"
"550",0,"A14",48,"terrible","usedcar",8858,"A65","A74",2,"A93","A101",1,"A124",35,"A143","A153",2,"A173",1,"A192","foreign","FALSE"
"551",0,"A14",12,"terrible","goods/repair",996,"A65","A74",4,"A92","A101",4,"A121",23,"A143","A152",2,"A173",1,"A191","foreign","FALSE"
"552",0,"A14",6,"good","goods/repair",1750,"A63","A75",2,"A93","A101",4,"A122",45,"A141","A152",1,"A172",2,"A191","foreign","FALSE"
"553",1,"A11",48,"poor","goods/repair",6999,"A61","A74",1,"A94","A103",1,"A121",34,"A143","A152",2,"A173",1,"A192","foreign","FALSE"
"554",0,"A12",12,"terrible","newcar",1995,"A62","A72",4,"A93","A101",1,"A123",27,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
"555",0,"A12",9,"poor","edu",1199,"A61","A74",4,"A92","A101",4,"A122",67,"A143","A152",2,"A174",1,"A192","foreign","FALSE"
"556",1,"A12",12,"poor","goods/repair",1331,"A61","A72",2,"A93","A101",1,"A123",22,"A142","A152",1,"A173",1,"A191","foreign","FALSE"
"557",1,"A12",18,"good","newcar",2278,"A62","A72",3,"A92","A101",3,"A123",28,"A143","A152",2,"A173",1,"A191","foreign","FALSE"
"558",1,"A14",21,"good","newcar",5003,"A65","A73",1,"A92","A101",4,"A122",29,"A141","A152",2,"A173",1,"A192","foreign","FALSE"
"559",1,"A11",24,"good","goods/repair",3552,"A61","A74",3,"A93","A101",4,"A123",27,"A141","A152",1,"A173",1,"A191","foreign","FALSE"
"560",1,"A12",18,"terrible","goods/repair",1928,"A61","A72",2,"A93","A101",2,"A121",31,"A143","A152",2,"A172",1,"A191","foreign","FALSE"
"561",0,"A11",24,"poor","usedcar",2964,"A65","A75",4,"A93","A101",4,"A124",49,"A141","A153",1,"A173",2,"A192","foreign","FALSE"
"562",1,"A11",24,"good","goods/repair",1546,"A61","A74",4,"A93","A103",4,"A123",24,"A141","A151",1,"A172",1,"A191","foreign","TRUE"
"563",0,"A13",6,"poor","goods/repair",683,"A61","A72",2,"A92","A101",1,"A122",29,"A141","A152",1,"A173",1,"A191","foreign","FALSE"
"564",1,"A12",36,"poor","newcar",12389,"A65","A73",1,"A93","A101",4,"A124",37,"A143","A153",1,"A173",1,"A192","foreign","FALSE"
"565",0,"A12",24,"poor","biz",4712,"A65","A73",4,"A93","A101",2,"A122",37,"A141","A152",2,"A174",1,"A192","foreign","FALSE"
"566",0,"A12",24,"poor","goods/repair",1553,"A62","A74",3,"A92","A101",2,"A122",23,"A143","A151",2,"A173",1,"A192","foreign","TRUE"
"567",1,"A11",12,"poor","newcar",1372,"A61","A74",2,"A91","A101",3,"A123",36,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
"568",0,"A14",24,"terrible","goods/repair",2578,"A64","A75",2,"A93","A101",2,"A123",34,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
"569",0,"A12",48,"poor","goods/repair",3979,"A65","A74",4,"A93","A101",1,"A123",41,"A143","A152",2,"A173",2,"A192","foreign","FALSE"
"570",1,"A11",48,"poor","goods/repair",6758,"A61","A73",3,"A92","A101",2,"A123",31,"A143","A152",1,"A173",1,"A192","foreign","FALSE"
"571",1,"A11",24,"poor","goods/repair",3234,"A61","A72",4,"A92","A101",4,"A121",23,"A143","A151",1,"A172",1,"A192","foreign","TRUE"
"572",0,"A14",30,"terrible","goods/repair",5954,"A61","A74",3,"A93","A102",2,"A123",38,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
"573",0,"A14",24,"poor","usedcar",5433,"A65","A71",2,"A92","A101",4,"A122",26,"A143","A151",1,"A174",1,"A192","foreign","TRUE"
"574",0,"A11",15,"poor","biz",806,"A61","A73",4,"A92","A101",4,"A122",22,"A143","A152",1,"A172",1,"A191","foreign","FALSE"
"575",0,"A12",9,"poor","goods/repair",1082,"A61","A75",4,"A93","A101",4,"A123",27,"A143","A152",2,"A172",1,"A191","foreign","FALSE"
"576",0,"A14",15,"terrible","goods/repair",2788,"A61","A74",2,"A92","A102",3,"A123",24,"A141","A152",2,"A173",1,"A191","foreign","FALSE"
"577",0,"A12",12,"poor","goods/repair",2930,"A61","A74",2,"A92","A101",1,"A121",27,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
"578",0,"A14",24,"terrible","edu",1927,"A65","A73",3,"A92","A101",2,"A123",33,"A143","A152",2,"A173",1,"A192","foreign","FALSE"
"579",1,"A12",36,"terrible","newcar",2820,"A61","A72",4,"A91","A101",4,"A123",27,"A143","A152",2,"A173",1,"A191","foreign","FALSE"
"580",0,"A14",24,"poor","edu",937,"A61","A72",4,"A94","A101",3,"A123",27,"A143","A152",2,"A172",1,"A191","foreign","FALSE"
"581",1,"A12",18,"terrible","newcar",1056,"A61","A75",3,"A93","A103",3,"A121",30,"A141","A152",2,"A173",1,"A191","foreign","FALSE"
"582",0,"A12",12,"terrible","newcar",3124,"A61","A72",1,"A93","A101",3,"A121",49,"A141","A152",2,"A172",2,"A191","foreign","FALSE"
"583",0,"A14",9,"poor","goods/repair",1388,"A61","A73",4,"A92","A101",2,"A121",26,"A143","A151",1,"A173",1,"A191","foreign","TRUE"
"584",1,"A12",36,"poor","goods/repair",2384,"A61","A72",4,"A93","A101",1,"A124",33,"A143","A151",1,"A172",1,"A191","foreign","TRUE"
"585",0,"A14",12,"poor","newcar",2133,"A65","A75",4,"A92","A101",4,"A124",52,"A143","A153",1,"A174",1,"A192","foreign","FALSE"
"586",1,"A11",18,"poor","goods/repair",2039,"A61","A73",1,"A92","A101",4,"A121",20,"A141","A151",1,"A173",1,"A191","foreign","TRUE"
"587",0,"A11",9,"terrible","newcar",2799,"A61","A73",2,"A93","A101",2,"A121",36,"A143","A151",2,"A173",2,"A191","foreign","TRUE"
"588",0,"A11",12,"poor","goods/repair",1289,"A61","A73",4,"A93","A103",1,"A122",21,"A143","A152",1,"A172",1,"A191","foreign","FALSE"
"589",1,"A11",18,"poor","goods/repair",1217,"A61","A73",4,"A94","A101",3,"A121",47,"A143","A152",1,"A172",1,"A192","foreign","FALSE"
"590",1,"A11",12,"terrible","goods/repair",2246,"A61","A75",3,"A93","A101",3,"A122",60,"A143","A152",2,"A173",1,"A191","foreign","FALSE"
"591",0,"A11",12,"terrible","goods/repair",385,"A61","A74",4,"A92","A101",3,"A121",58,"A143","A152",4,"A172",1,"A192","foreign","FALSE"
"592",0,"A12",24,"poor","newcar",1965,"A65","A73",4,"A92","A101",4,"A123",42,"A143","A151",2,"A173",1,"A192","foreign","TRUE"
"593",0,"A14",21,"poor","biz",1572,"A64","A75",4,"A92","A101",4,"A121",36,"A141","A152",1,"A172",1,"A191","foreign","FALSE"
"594",1,"A12",24,"poor","newcar",2718,"A61","A73",3,"A92","A101",4,"A122",20,"A143","A151",1,"A172",1,"A192","foreign","TRUE"
"595",1,"A11",24,"good","biz",1358,"A65","A75",4,"A93","A101",3,"A123",40,"A142","A152",1,"A174",1,"A192","foreign","FALSE"
"596",1,"A12",6,"good","newcar",931,"A62","A72",1,"A92","A101",1,"A122",32,"A142","A152",1,"A172",1,"A191","foreign","FALSE"
"597",1,"A11",24,"poor","newcar",1442,"A61","A74",4,"A92","A101",4,"A123",23,"A143","A151",2,"A173",1,"A191","foreign","TRUE"
"598",1,"A12",24,"good","biz",4241,"A61","A73",1,"A93","A101",4,"A121",36,"A143","A152",3,"A172",1,"A192","foreign","FALSE"
"599",1,"A14",18,"terrible","newcar",2775,"A61","A74",2,"A93","A101",2,"A122",31,"A141","A152",2,"A173",1,"A191","foreign","FALSE"
"600",0,"A14",24,"poor","biz",3863,"A61","A73",1,"A93","A101",2,"A124",32,"A143","A153",1,"A173",1,"A191","foreign","FALSE"
"601",0,"A12",7,"poor","goods/repair",2329,"A61","A72",1,"A92","A103",1,"A121",45,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
"602",1,"A12",9,"poor","goods/repair",918,"A61","A73",4,"A92","A101",1,"A122",30,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
"603",1,"A12",24,"good","edu",1837,"A61","A74",4,"A92","A101",4,"A124",34,"A141","A153",1,"A172",1,"A191","foreign","FALSE"
"604",1,"A14",36,"poor","goods/repair",3349,"A61","A73",4,"A92","A101",2,"A123",28,"A143","A152",1,"A174",1,"A192","foreign","FALSE"
"605",0,"A13",10,"poor","goods/repair",1275,"A61","A72",4,"A92","A101",2,"A122",23,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
"606",0,"A11",24,"good","goods/repair",2828,"A63","A73",4,"A93","A101",4,"A121",22,"A142","A152",1,"A173",1,"A192","foreign","FALSE"
"607",0,"A14",24,"terrible","biz",4526,"A61","A73",3,"A93","A101",2,"A121",74,"A143","A152",1,"A174",1,"A192","foreign","FALSE"
"608",1,"A12",36,"poor","goods/repair",2671,"A62","A73",4,"A92","A102",4,"A124",50,"A143","A153",1,"A173",1,"A191","foreign","FALSE"
"609",0,"A14",18,"poor","goods/repair",2051,"A61","A72",4,"A93","A101",1,"A121",33,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
"610",0,"A14",15,"poor","usedcar",1300,"A65","A75",4,"A93","A101",4,"A124",45,"A141","A153",1,"A173",2,"A191","foreign","FALSE"
"611",1,"A11",12,"poor","goods/repair",741,"A62","A71",4,"A92","A101",3,"A122",22,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
"612",1,"A13",10,"poor","newcar",1240,"A62","A75",1,"A92","A101",4,"A124",48,"A143","A153",1,"A172",2,"A191","foreign","FALSE"
"613",0,"A11",21,"poor","goods/repair",3357,"A64","A72",4,"A92","A101",2,"A123",29,"A141","A152",1,"A173",1,"A191","foreign","FALSE"
"614",0,"A11",24,"good","usedcar",3632,"A61","A73",1,"A92","A103",4,"A123",22,"A141","A151",1,"A173",1,"A191","german","TRUE"
"615",1,"A14",18,"poor","goods/repair",1808,"A61","A74",4,"A92","A101",1,"A121",22,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
"616",0,"A12",48,"good","biz",12204,"A65","A73",2,"A93","A101",2,"A123",48,"A141","A152",1,"A174",1,"A192","foreign","FALSE"
"617",0,"A12",60,"poor","goods/repair",9157,"A65","A73",2,"A93","A101",2,"A124",27,"A143","A153",1,"A174",1,"A191","foreign","FALSE"
"618",0,"A11",6,"terrible","newcar",3676,"A61","A73",1,"A93","A101",3,"A121",37,"A143","A151",3,"A173",2,"A191","foreign","TRUE"
"619",1,"A12",30,"poor","goods/repair",3441,"A62","A73",2,"A92","A102",4,"A123",21,"A143","A151",1,"A173",1,"A191","foreign","TRUE"
"620",0,"A14",12,"poor","newcar",640,"A61","A73",4,"A91","A101",2,"A121",49,"A143","A152",1,"A172",1,"A191","foreign","FALSE"
"621",0,"A12",21,"terrible","biz",3652,"A61","A74",2,"A93","A101",3,"A122",27,"A143","A152",2,"A173",1,"A191","foreign","FALSE"
"622",1,"A14",18,"terrible","newcar",1530,"A61","A73",3,"A93","A101",2,"A122",32,"A141","A152",2,"A173",1,"A191","foreign","FALSE"
"623",1,"A14",48,"poor","biz",3914,"A65","A73",4,"A91","A101",2,"A121",38,"A141","A152",1,"A173",1,"A191","foreign","FALSE"
"624",0,"A11",12,"poor","goods/repair",1858,"A61","A72",4,"A92","A101",1,"A123",22,"A143","A151",1,"A173",1,"A191","foreign","TRUE"
"625",1,"A11",18,"poor","goods/repair",2600,"A61","A73",4,"A93","A101",4,"A124",65,"A143","A153",2,"A173",1,"A191","foreign","FALSE"
"626",0,"A14",15,"poor","goods/repair",1979,"A65","A75",4,"A93","A101",2,"A123",35,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
"627",0,"A13",6,"poor","goods/repair",2116,"A61","A73",2,"A93","A101",2,"A121",41,"A143","A152",1,"A173",1,"A192","foreign","FALSE"
"628",1,"A12",9,"good","newcar",1437,"A62","A74",2,"A93","A101",3,"A124",29,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
"629",0,"A14",42,"terrible","goods/repair",4042,"A63","A73",4,"A93","A101",4,"A121",36,"A143","A152",2,"A173",1,"A192","foreign","FALSE"
"630",0,"A14",9,"poor","edu",3832,"A65","A75",1,"A93","A101",4,"A121",64,"A143","A152",1,"A172",1,"A191","foreign","FALSE"
"631",0,"A11",24,"poor","goods/repair",3660,"A61","A73",2,"A92","A101",4,"A123",28,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
"632",1,"A11",18,"good","goods/repair",1553,"A61","A73",4,"A93","A101",3,"A123",44,"A141","A152",1,"A173",1,"A191","foreign","FALSE"
"633",0,"A12",15,"poor","goods/repair",1444,"A65","A72",4,"A93","A101",1,"A122",23,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
"634",1,"A14",9,"poor","goods/repair",1980,"A61","A72",2,"A92","A102",2,"A123",19,"A143","A151",2,"A173",1,"A191","foreign","TRUE"
"635",1,"A12",24,"poor","newcar",1355,"A61","A72",3,"A92","A101",4,"A123",25,"A143","A152",1,"A172",1,"A192","foreign","FALSE"
"636",0,"A14",12,"poor","edu",1393,"A61","A75",4,"A93","A101",4,"A122",47,"A141","A152",3,"A173",2,"A192","foreign","FALSE"
"637",0,"A14",24,"poor","goods/repair",1376,"A63","A74",4,"A92","A101",1,"A123",28,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
"638",0,"A14",60,"poor","goods/repair",15653,"A61","A74",2,"A93","A101",4,"A123",21,"A143","A152",2,"A173",1,"A192","foreign","FALSE"
"639",0,"A14",12,"poor","goods/repair",1493,"A61","A72",4,"A92","A101",3,"A123",34,"A143","A152",1,"A173",2,"A191","foreign","FALSE"
"640",1,"A11",42,"poor","goods/repair",4370,"A61","A74",3,"A93","A101",2,"A122",26,"A141","A152",2,"A173",2,"A192","foreign","FALSE"
"641",1,"A11",18,"poor","edu",750,"A61","A71",4,"A92","A101",1,"A121",27,"A143","A152",1,"A171",1,"A191","foreign","FALSE"
"642",0,"A12",15,"poor","goods/repair",1308,"A61","A75",4,"A93","A101",4,"A123",38,"A143","A152",2,"A172",1,"A191","foreign","FALSE"
"643",1,"A14",15,"poor","edu",4623,"A62","A73",3,"A93","A101",2,"A122",40,"A143","A152",1,"A174",1,"A192","foreign","FALSE"
"644",0,"A14",24,"terrible","goods/repair",1851,"A61","A74",4,"A94","A103",2,"A123",33,"A143","A152",2,"A173",1,"A192","foreign","FALSE"
"645",0,"A11",18,"terrible","goods/repair",1880,"A61","A74",4,"A94","A101",1,"A122",32,"A143","A152",2,"A174",1,"A192","foreign","FALSE"
"646",1,"A14",36,"poor","biz",7980,"A65","A72",4,"A93","A101",4,"A123",27,"A143","A151",2,"A173",1,"A192","foreign","TRUE"
"647",0,"A11",30,"good","goods/repair",4583,"A61","A73",2,"A91","A103",2,"A121",32,"A143","A152",2,"A173",1,"A191","foreign","FALSE"
"648",1,"A14",12,"poor","newcar",1386,"A63","A73",2,"A92","A101",2,"A122",26,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
"649",1,"A13",24,"poor","newcar",947,"A61","A74",4,"A93","A101",3,"A124",38,"A141","A153",1,"A173",2,"A191","foreign","FALSE"
"650",1,"A11",12,"poor","edu",684,"A61","A73",4,"A93","A101",4,"A123",40,"A143","A151",1,"A172",2,"A191","foreign","TRUE"
"651",0,"A11",48,"poor","edu",7476,"A61","A74",4,"A93","A101",1,"A124",50,"A143","A153",1,"A174",1,"A192","foreign","FALSE"
"652",1,"A12",12,"poor","goods/repair",1922,"A61","A73",4,"A93","A101",2,"A122",37,"A143","A152",1,"A172",1,"A191","foreign","FALSE"
"653",1,"A11",24,"poor","newcar",2303,"A61","A75",4,"A93","A102",1,"A121",45,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
"654",1,"A12",36,"poor","newcar",8086,"A62","A75",2,"A93","A101",4,"A123",42,"A143","A152",4,"A174",1,"A192","foreign","FALSE"
"655",0,"A14",24,"terrible","usedcar",2346,"A61","A74",4,"A93","A101",3,"A123",35,"A143","A152",2,"A173",1,"A192","foreign","FALSE"
"656",0,"A11",14,"poor","newcar",3973,"A61","A71",1,"A93","A101",4,"A124",22,"A143","A153",1,"A173",1,"A191","foreign","FALSE"
"657",1,"A12",12,"poor","newcar",888,"A61","A75",4,"A93","A101",4,"A123",41,"A141","A152",1,"A172",2,"A191","foreign","FALSE"
"658",0,"A14",48,"poor","goods/repair",10222,"A65","A74",4,"A93","A101",3,"A123",37,"A142","A152",1,"A173",1,"A192","foreign","FALSE"
"659",0,"A12",30,"good","biz",4221,"A61","A73",2,"A92","A101",1,"A123",28,"A143","A152",2,"A173",1,"A191","foreign","FALSE"
"660",0,"A12",18,"terrible","goods/repair",6361,"A61","A75",2,"A93","A101",1,"A124",41,"A143","A152",1,"A173",1,"A192","foreign","FALSE"
"661",0,"A13",12,"poor","goods/repair",1297,"A61","A73",3,"A94","A101",4,"A121",23,"A143","A151",1,"A173",1,"A191","foreign","TRUE"
"662",1,"A11",12,"poor","newcar",900,"A65","A73",4,"A94","A101",2,"A123",23,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
"663",0,"A14",21,"poor","goods/repair",2241,"A61","A75",4,"A93","A101",2,"A121",50,"A143","A152",2,"A173",1,"A191","foreign","FALSE"
"664",0,"A12",6,"poor","goods/repair",1050,"A61","A71",4,"A93","A101",1,"A122",35,"A142","A152",2,"A174",1,"A192","foreign","FALSE"
"665",0,"A13",6,"terrible","edu",1047,"A61","A73",2,"A92","A101",4,"A122",50,"A143","A152",1,"A172",1,"A191","foreign","FALSE"
"666",0,"A14",24,"terrible","biz",6314,"A61","A71",4,"A93","A102",2,"A124",27,"A141","A152",2,"A174",1,"A192","foreign","FALSE"
"667",0,"A12",30,"good","goods/repair",3496,"A64","A73",4,"A93","A101",2,"A123",34,"A142","A152",1,"A173",2,"A192","foreign","FALSE"
"668",0,"A14",48,"good","biz",3609,"A61","A73",1,"A92","A101",1,"A121",27,"A142","A152",1,"A173",1,"A191","foreign","FALSE"
"669",1,"A11",12,"terrible","newcar",4843,"A61","A75",3,"A93","A102",4,"A122",43,"A143","A151",2,"A173",1,"A192","foreign","TRUE"
"670",0,"A13",30,"terrible","goods/repair",3017,"A61","A75",4,"A93","A101",4,"A122",47,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
"671",0,"A14",24,"terrible","biz",4139,"A62","A73",3,"A93","A101",3,"A122",27,"A143","A152",2,"A172",1,"A192","foreign","FALSE"
"672",0,"A14",36,"poor","biz",5742,"A62","A74",2,"A93","A101",2,"A123",31,"A143","A152",2,"A173",1,"A192","foreign","FALSE"
"673",0,"A14",60,"poor","newcar",10366,"A61","A75",2,"A93","A101",4,"A122",42,"A143","A152",1,"A174",1,"A192","foreign","FALSE"
"674",0,"A14",6,"terrible","newcar",2080,"A63","A73",1,"A94","A101",2,"A123",24,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
"675",1,"A14",21,"poor","biz",2580,"A63","A72",4,"A93","A101",2,"A121",41,"A141","A152",1,"A172",2,"A191","foreign","FALSE"
"676",0,"A14",30,"terrible","goods/repair",4530,"A61","A74",4,"A92","A101",4,"A123",26,"A143","A151",1,"A174",1,"A192","foreign","TRUE"
"677",0,"A14",24,"terrible","goods/repair",5150,"A61","A75",4,"A93","A101",4,"A123",33,"A143","A152",1,"A173",1,"A192","foreign","FALSE"
"678",1,"A12",72,"poor","goods/repair",5595,"A62","A73",2,"A94","A101",2,"A123",24,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
"679",0,"A11",24,"poor","goods/repair",2384,"A61","A75",4,"A93","A101",4,"A121",64,"A141","A151",1,"A172",1,"A191","foreign","TRUE"
"680",0,"A14",18,"poor","goods/repair",1453,"A61","A72",3,"A92","A101",1,"A121",26,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
"681",0,"A14",6,"poor","edu",1538,"A61","A72",1,"A92","A101",2,"A124",56,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
"682",0,"A14",12,"poor","goods/repair",2279,"A65","A73",4,"A93","A101",4,"A124",37,"A143","A153",1,"A173",1,"A192","foreign","FALSE"
"683",0,"A14",15,"poor","goods/repair",1478,"A61","A73",4,"A94","A101",3,"A121",33,"A141","A152",2,"A173",1,"A191","foreign","FALSE"
"684",0,"A14",24,"terrible","goods/repair",5103,"A61","A72",3,"A94","A101",3,"A124",47,"A143","A153",3,"A173",1,"A192","foreign","FALSE"
"685",0,"A12",36,"poor","biz",9857,"A62","A74",1,"A93","A101",3,"A122",31,"A143","A152",2,"A172",2,"A192","foreign","FALSE"
"686",0,"A14",60,"poor","newcar",6527,"A65","A73",4,"A93","A101",4,"A124",34,"A143","A153",1,"A173",2,"A192","foreign","FALSE"
"687",0,"A13",10,"terrible","goods/repair",1347,"A65","A74",4,"A93","A101",2,"A122",27,"A143","A152",2,"A173",1,"A192","foreign","FALSE"
"688",0,"A12",36,"poor","newcar",2862,"A62","A75",4,"A93","A101",3,"A124",30,"A143","A153",1,"A173",1,"A191","foreign","FALSE"
"689",0,"A14",9,"poor","goods/repair",2753,"A62","A75",3,"A93","A102",4,"A123",35,"A143","A152",1,"A173",1,"A192","foreign","FALSE"
"690",0,"A11",12,"poor","newcar",3651,"A64","A73",1,"A93","A101",3,"A122",31,"A143","A152",1,"A173",2,"A191","foreign","FALSE"
"691",0,"A11",15,"terrible","goods/repair",975,"A61","A73",2,"A91","A101",3,"A122",25,"A143","A152",2,"A173",1,"A191","foreign","FALSE"
"692",0,"A12",15,"poor","goods/repair",2631,"A62","A73",3,"A92","A101",2,"A121",25,"A143","A152",1,"A172",1,"A191","foreign","FALSE"
"693",0,"A12",24,"poor","goods/repair",2896,"A62","A72",2,"A93","A101",1,"A123",29,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
"694",0,"A11",6,"terrible","newcar",4716,"A65","A72",1,"A93","A101",3,"A121",44,"A143","A152",2,"A172",2,"A191","foreign","FALSE"
"695",0,"A14",24,"poor","goods/repair",2284,"A61","A74",4,"A93","A101",2,"A123",28,"A143","A152",1,"A173",1,"A192","foreign","FALSE"
"696",0,"A14",6,"poor","usedcar",1236,"A63","A73",2,"A93","A101",4,"A122",50,"A143","A151",1,"A173",1,"A191","foreign","TRUE"
"697",0,"A12",12,"poor","goods/repair",1103,"A61","A74",4,"A93","A103",3,"A121",29,"A143","A152",2,"A173",1,"A191","german","FALSE"
"698",0,"A14",12,"terrible","newcar",926,"A61","A71",1,"A92","A101",2,"A122",38,"A143","A152",1,"A171",1,"A191","foreign","FALSE"
"699",0,"A14",18,"terrible","goods/repair",1800,"A61","A73",4,"A93","A101",2,"A123",24,"A143","A152",2,"A173",1,"A191","foreign","FALSE"
"700",0,"A13",15,"poor","edu",1905,"A61","A75",4,"A93","A101",4,"A123",40,"A143","A151",1,"A174",1,"A192","foreign","TRUE"
"701",1,"A14",12,"poor","goods/repair",1123,"A63","A73",4,"A92","A101",4,"A123",29,"A143","A151",1,"A172",1,"A191","foreign","TRUE"
"702",1,"A11",48,"terrible","usedcar",6331,"A61","A75",4,"A93","A101",4,"A124",46,"A143","A153",2,"A173",1,"A192","foreign","FALSE"
"703",0,"A13",24,"poor","goods/repair",1377,"A62","A75",4,"A92","A101",2,"A124",47,"A143","A153",1,"A173",1,"A192","foreign","FALSE"
"704",0,"A12",30,"poor","biz",2503,"A62","A75",4,"A93","A101",2,"A122",41,"A142","A152",2,"A173",1,"A191","foreign","FALSE"
"705",0,"A12",27,"poor","biz",2528,"A61","A72",4,"A92","A101",1,"A122",32,"A143","A152",1,"A173",2,"A192","foreign","FALSE"
"706",0,"A14",15,"poor","newcar",5324,"A63","A75",1,"A92","A101",4,"A124",35,"A143","A153",1,"A173",1,"A191","foreign","FALSE"
"707",1,"A12",48,"poor","newcar",6560,"A62","A74",3,"A93","A101",2,"A122",24,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
"708",1,"A12",12,"good","goods/repair",2969,"A61","A72",4,"A92","A101",3,"A122",25,"A143","A151",2,"A173",1,"A191","foreign","TRUE"
"709",0,"A12",9,"poor","goods/repair",1206,"A61","A75",4,"A92","A101",4,"A121",25,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
"710",0,"A12",9,"poor","goods/repair",2118,"A61","A73",2,"A93","A101",2,"A121",37,"A143","A152",1,"A172",2,"A191","foreign","FALSE"
"711",0,"A14",18,"terrible","goods/repair",629,"A63","A75",4,"A93","A101",3,"A122",32,"A141","A152",2,"A174",1,"A192","foreign","FALSE"
"712",1,"A11",6,"good","edu",1198,"A61","A75",4,"A92","A101",4,"A124",35,"A143","A153",1,"A173",1,"A191","foreign","FALSE"
"713",0,"A14",21,"poor","usedcar",2476,"A65","A75",4,"A93","A101",4,"A121",46,"A143","A152",1,"A174",1,"A192","foreign","FALSE"
"714",0,"A11",9,"terrible","goods/repair",1138,"A61","A73",4,"A93","A101",4,"A121",25,"A143","A152",2,"A172",1,"A191","foreign","FALSE"
"715",1,"A12",60,"poor","newcar",14027,"A61","A74",4,"A93","A101",2,"A124",27,"A143","A152",1,"A174",1,"A192","foreign","FALSE"
"716",0,"A14",30,"terrible","usedcar",7596,"A65","A75",1,"A93","A101",4,"A123",63,"A143","A152",2,"A173",1,"A191","foreign","FALSE"
"717",0,"A14",30,"terrible","goods/repair",3077,"A65","A75",3,"A93","A101",2,"A123",40,"A143","A152",2,"A173",2,"A192","foreign","FALSE"
"718",0,"A14",18,"poor","goods/repair",1505,"A61","A73",4,"A93","A101",2,"A124",32,"A143","A153",1,"A174",1,"A192","foreign","FALSE"
"719",0,"A13",24,"terrible","goods/repair",3148,"A65","A73",3,"A93","A101",2,"A123",31,"A143","A152",2,"A173",1,"A192","foreign","FALSE"
"720",0,"A12",20,"good","usedcar",6148,"A62","A75",3,"A94","A101",4,"A123",31,"A141","A152",2,"A173",1,"A192","foreign","FALSE"
"721",1,"A13",9,"good","goods/repair",1337,"A61","A72",4,"A93","A101",2,"A123",34,"A143","A152",2,"A174",1,"A192","foreign","FALSE"
"722",1,"A12",6,"good","edu",433,"A64","A72",4,"A92","A101",2,"A122",24,"A141","A151",1,"A173",2,"A191","foreign","TRUE"
"723",1,"A11",12,"poor","newcar",1228,"A61","A73",4,"A92","A101",2,"A121",24,"A143","A152",1,"A172",1,"A191","foreign","FALSE"
"724",0,"A12",9,"poor","goods/repair",790,"A63","A73",4,"A92","A101",3,"A121",66,"A143","A152",1,"A172",1,"A191","foreign","FALSE"
"725",1,"A14",27,"poor","newcar",2570,"A61","A73",3,"A92","A101",3,"A121",21,"A143","A151",1,"A173",1,"A191","foreign","TRUE"
"726",0,"A14",6,"terrible","newcar",250,"A64","A73",2,"A92","A101",2,"A121",41,"A141","A152",2,"A172",1,"A191","foreign","FALSE"
"727",0,"A14",15,"terrible","goods/repair",1316,"A63","A73",2,"A94","A101",2,"A122",47,"A143","A152",2,"A172",1,"A191","foreign","FALSE"
"728",1,"A11",18,"poor","goods/repair",1882,"A61","A73",4,"A92","A101",4,"A123",25,"A141","A151",2,"A173",1,"A191","foreign","TRUE"
"729",1,"A12",48,"good","biz",6416,"A61","A75",4,"A92","A101",3,"A124",59,"A143","A151",1,"A173",1,"A191","foreign","TRUE"
"730",0,"A13",24,"terrible","biz",1275,"A64","A73",2,"A91","A101",4,"A121",36,"A143","A152",2,"A173",1,"A192","foreign","FALSE"
"731",0,"A12",24,"poor","goods/repair",6403,"A61","A72",1,"A93","A101",2,"A123",33,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
