"","Food","Service","Value","Atmosphere","Overall"
"5990",5,5,5,5,5
"5995",5,5,5,3,5
"5997",5,5,5,5,5
"5998",5,5,5,4,5
"5999",5,4,4,3,5
"6001",5,5,5,4,5
"6002",5,5,5,5,5
"6003",5,5,5,5,5
"6005",5,5,5,5,5
"6006",5,0,5,5,5
"6007",5,5,5,5,5
"6009",5,5,5,5,5
"6013",5,4,5,5,5
"6014",5,5,5,5,5
"6023",5,4,4,5,5
"6028",5,4,5,5,5
"6030",5,5,4,4,5
"6032",5,5,4,5,5
"6033",5,5,4,5,5
"6039",5,5,5,5,5
"6041",5,5,5,5,5
"6042",5,5,5,4,5
"6044",5,5,5,5,5
"6045",5,5,5,5,5
"6053",5,5,5,4,5
"6056",5,5,5,5,5
"6058",5,5,4,5,5
"6060",5,5,4,5,5
"6062",5,5,5,5,5
"6063",5,4,5,3,5
"6065",5,5,4,5,5
"6070",5,5,5,5,5
"6072",5,5,4,4,5
"6075",5,5,5,5,5
"6078",5,5,5,5,5
"6080",5,5,5,5,5
"6081",5,5,5,5,5
"6084",5,5,5,3,5
"6086",5,4,4,5,5
"6087",5,5,4,4,5
"6088",4,5,4,4,5
"6092",5,5,5,5,5
"6095",5,5,5,5,5
"6097",5,4,5,5,5
"6098",5,5,5,5,5
"6099",5,5,5,5,5
"6103",5,5,5,5,5
"6109",5,5,5,5,5
"6113",5,5,5,5,5
"6114",5,5,5,5,5
"6115",5,5,5,5,5
"6120",5,5,5,5,5
"6127",5,5,5,5,5
"6128",5,5,4,4,5
"6129",5,5,5,5,5
"6130",5,4,5,5,5
"6133",5,5,4,4,5
"6137",5,4,4,5,5
"6138",5,5,5,4,5
"6142",5,5,5,5,5
"6144",5,5,5,5,5
"6146",5,5,5,5,5
"6147",5,5,5,5,5
"6150",5,5,5,5,5
"6151",5,5,5,5,5
"6152",5,5,5,5,5
"6153",5,5,5,5,5
"6154",4,4,5,5,5
"6157",4,5,5,5,5
"6161",4,4,5,5,5
"6169",5,5,5,4,5
"6172",5,5,4,5,5
"6180",5,5,5,5,5
"6185",4,5,5,5,5
"6190",5,5,4,5,5
"6192",5,5,5,5,5
"6193",5,5,5,5,5
"6194",5,4,5,5,5
"6199",5,5,5,5,5
"6204",5,5,5,5,5
"6205",4,5,4,5,5
"6207",5,5,4,5,5
"6209",5,4,5,5,5
"6210",5,5,4,5,5
"6211",5,5,5,5,5
"6225",4,5,5,5,5
"6236",5,5,5,5,5
"6242",5,5,5,5,5
"6246",5,5,5,5,5
"6247",5,5,5,5,5
"6248",5,5,4,5,5
"6252",5,5,4,5,5
"6253",5,4,5,4,5
"6256",5,5,5,5,5
"6257",5,4,5,5,5
"6",5,3,3,4,4
"7",4,4,4,4,4
"9",4,5,4,4,4
"10",5,4,5,4,4
"37",4,3,4,3,4
"43",5,5,4,2,4
"67",5,3,5,5,4
"76",4,4,5,4,4
"90",4,4,3,3,4
"92",4,4,5,4,4
"96",5,4,4,5,4
"99",4,4,4,4,4
"103",5,3,5,4,4
"104",5,4,4,4,4
"107",4,4,4,4,4
"111",4,4,4,3,4
"134",4,4,4,4,4
"136",4,5,4,4,4
"138",4,3,3,5,4
"142",4,4,5,5,4
"146",4,4,5,4,4
"147",4,3,5,3,4
"150",5,4,4,5,4
"152",5,4,4,4,4
"153",4,4,4,4,4
"160",4,4,4,5,4
"163",4,5,5,5,4
"164",4,5,5,5,4
"165",5,5,4,5,4
"167",5,4,5,4,4
"174",3,4,4,5,4
"175",2,2,3,4,4
"176",3,3,2,5,4
"184",4,3,4,4,4
"186",5,4,4,4,4
"188",4,3,4,4,4
"194",4,4,4,2,4
"195",5,4,4,4,4
"206",5,4,4,5,4
"211",5,4,3,4,4
"221",4,4,5,5,4
"239",4,3,5,5,4
"242",4,4,4,5,4
"247",4,5,3,5,4
"255",5,4,4,5,4
"271",4,4,4,5,4
"279",5,3,3,3,4
"294",4,4,4,3,4
"300",4,5,4,5,4
"301",5,5,5,3,4
"309",4,3,3,3,4
"322",4,4,4,4,4
"331",4,2,5,3,4
"332",4,4,3,4,4
"339",5,5,5,3,4
"340",4,4,5,3,4
"347",4,5,5,3,4
"349",5,5,4,4,4
"352",4,3,4,3,4
"356",4,4,5,3,4
"359",4,4,4,4,4
"364",5,3,4,4,4
"372",4,4,4,4,4
"373",5,3,5,2,4
"378",4,4,4,3,4
"381",4,4,3,4,4
"383",4,4,4,4,4
"388",5,4,3,5,4
"391",3,4,4,5,4
"400",4,4,4,5,4
"408",4,4,5,5,4
"409",3,4,4,4,4
"412",5,4,4,5,4
"415",4,3,3,4,4
"421",4,5,4,4,4
"422",5,3,4,3,4
"432",5,4,5,3,4
"433",5,5,5,2,4
"435",5,4,4,4,4
"436",4,4,4,5,4
"446",4,4,4,4,4
"447",5,3,5,4,4
"454",4,5,5,5,4
"457",5,5,4,5,4
"462",4,4,4,4,4
"475",4,4,4,4,4
"477",5,4,3,5,4
"488",5,4,4,4,4
"489",4,4,4,3,4
"494",4,5,5,5,4
"498",4,4,3,3,4
"501",4,4,5,4,4
"509",5,5,5,3,4
"513",3,4,4,4,4
"516",4,4,3,4,4
"518",4,4,5,3,4
"524",4,4,4,5,4
"529",4,4,3,5,4
"534",5,4,4,3,4
"535",5,3,3,5,4
"537",4,3,4,3,4
"542",4,3,4,5,4
"549",4,4,4,5,4
"551",4,5,5,4,4
"559",3,4,5,4,4
"560",4,5,5,5,4
"561",5,5,5,4,4
"562",4,5,5,3,4
"568",4,5,3,4,4
"571",5,4,5,4,4
"573",4,4,3,5,4
"582",5,3,4,4,4
"584",4,4,4,3,4
"590",5,4,4,4,4
"593",4,4,4,4,4
"595",5,4,5,2,4
"602",4,3,3,4,4
"605",4,4,4,4,4
"608",5,3,3,5,4
"628",4,4,4,4,4
"638",5,4,4,2,4
"642",4,4,4,5,4
"646",4,4,3,4,4
"649",4,4,4,4,4
"658",4,4,4,4,4
"667",5,4,4,5,4
"676",4,3,5,2,4
"678",4,3,4,3,4
"679",5,5,4,3,4
"685",4,3,3,4,4
"686",4,3,3,4,4
"702",4,3,4,3,4
"705",4,4,5,4,4
"714",4,5,5,3,4
"732",5,3,3,3,4
"733",4,4,4,3,4
"749",4,4,4,5,4
"754",5,2,3,4,4
"798",5,4,4,5,4
"800",5,3,4,4,4
"813",4,5,4,5,4
"816",5,4,5,3,4
"819",4,4,4,4,4
"828",4,4,4,4,4
"843",5,5,5,3,4
"851",4,5,3,3,4
"853",4,3,4,4,4
"862",4,4,3,4,4
"868",5,5,3,4,4
"873",4,5,4,5,4
"874",5,4,5,4,4
"881",4,4,4,4,4
"887",4,4,4,4,4
"888",4,4,3,3,4
"901",5,5,4,3,4
"902",5,5,4,4,4
"905",5,5,5,3,4
"908",4,5,5,4,4
"917",5,4,4,4,4
"919",5,4,5,4,4
"923",5,5,4,5,4
"927",4,4,4,4,4
"928",5,3,4,4,4
"934",5,5,4,5,4
"942",4,4,3,3,4
"953",3,3,4,5,4
"956",4,4,5,4,4
"965",4,3,4,4,4
"966",4,4,3,5,4
"969",4,4,4,3,4
"970",4,1,2,2,4
"977",4,4,4,3,4
"993",4,4,4,4,4
"1000",5,4,4,5,4
"1001",5,2,4,4,4
"1005",4,3,5,5,4
"1012",4,4,3,5,4
"1013",5,4,3,4,4
"1021",5,4,4,4,4
"1023",4,3,4,4,4
"1032",4,3,5,3,4
"1033",4,4,4,4,4
"1043",4,5,4,5,4
"1048",5,2,5,3,4
"1052",4,4,3,5,4
"1055",4,4,4,4,4
"1056",4,3,4,1,4
"1058",5,4,5,4,4
"1060",3,5,4,4,4
"1065",5,4,4,5,4
"1079",4,4,4,3,4
"1096",5,2,4,4,4
"1104",5,4,3,3,4
"1106",4,4,4,3,4
"1111",5,4,2,4,4
"1121",5,4,2,4,4
"1145",5,4,2,3,4
"1158",5,5,3,4,4
"1159",5,5,3,4,4
"1171",4,4,4,4,4
"1190",5,4,4,3,4
"1196",5,4,5,5,4
"1203",4,3,4,4,4
"1206",4,4,4,5,4
"1219",4,5,4,5,4
"1220",4,4,4,4,4
"1222",4,4,4,5,4
"1225",5,4,4,3,4
"1228",4,5,3,4,4
"1229",4,4,5,4,4
"1234",4,4,4,4,4
"1259",5,4,4,4,4
"1267",5,4,4,3,4
"1270",4,4,4,4,4
"1271",5,4,2,3,4
"1274",4,5,3,3,4
"1276",4,4,4,5,4
"1277",4,5,3,5,4
"1278",4,4,4,3,4
"1288",4,3,4,4,4
"1290",4,4,5,5,4
"1297",5,5,5,2,4
"1298",5,4,5,1,4
"1300",4,5,4,5,4
"1303",4,4,3,4,4
"1304",4,4,4,4,4
"1306",4,4,4,4,4
"1307",4,4,3,4,4
"1314",4,4,4,4,4
"1324",4,4,4,4,4
"1333",5,4,4,3,4
"1338",5,5,3,4,4
"1339",4,4,4,5,4
"1340",4,4,4,2,4
"1341",4,4,4,3,4
"1345",4,4,3,4,4
"1356",4,4,4,5,4
"1360",4,5,4,5,4
"1361",5,3,4,3,4
"1363",4,3,4,5,4
"1364",3,5,3,4,4
"1367",4,5,3,4,4
"1368",4,4,4,3,4
"1369",4,4,4,4,4
"1370",5,4,5,3,4
"1372",4,4,4,5,4
"1373",4,4,3,5,4
"1374",5,1,3,4,4
"1375",4,4,4,4,4
"1377",3,2,4,4,4
"1378",4,3,3,5,4
"1379",5,4,4,2,4
"1380",4,5,5,5,4
"1381",3,5,3,3,4
"1383",4,5,5,4,4
"1385",5,4,5,5,4
"1387",4,4,3,5,4
"1390",5,4,4,3,4
"1396",4,4,4,5,4
"1397",4,4,3,5,4
"1400",4,3,3,5,4
"1401",5,4,2,5,4
"1404",5,2,4,5,4
"1406",4,4,4,4,4
"1410",4,5,4,4,4
"1412",4,5,3,2,4
"1415",4,4,4,3,4
"1417",5,4,5,4,4
"1419",4,4,3,4,4
"1420",3,4,4,3,4
"1422",4,4,4,4,4
"1423",5,2,3,3,4
"1424",4,3,4,4,4
"1426",5,4,3,4,4
"1431",5,4,5,3,4
"1435",4,3,5,5,4
"1446",4,3,3,4,4
"1448",5,4,4,2,4
"1452",5,5,3,4,4
"1453",4,4,4,4,4
"1454",4,4,3,4,4
"1456",5,3,3,4,4
"1459",4,4,4,4,4
"1462",4,4,4,5,4
"1464",5,4,4,4,4
"1475",4,3,5,5,4
"1476",4,4,4,5,4
"1479",4,4,4,1,4
"1484",4,4,4,4,4
"1487",5,4,3,4,4
"1490",4,4,5,3,4
"1492",4,4,5,3,4
"1502",4,4,5,3,4
"1505",4,4,4,5,4
"1507",4,5,4,3,4
"1508",4,4,4,4,4
"1511",5,4,4,4,4
"1512",4,4,4,4,4
"1516",4,3,4,3,4
"1517",4,4,3,5,4
"1518",5,4,4,5,4
"1519",5,4,4,3,4
"1520",3,4,5,3,4
"1526",4,4,4,5,4
"1530",4,4,4,5,4
"1535",5,5,4,4,4
"1536",5,5,4,4,4
"1542",5,4,4,2,4
"1543",5,3,3,3,4
"1544",5,4,3,5,4
"1547",4,4,4,5,4
"1548",5,4,3,4,4
"1550",5,5,3,5,4
"1554",4,4,4,4,4
"1555",4,4,4,4,4
"1556",3,4,3,5,4
"1557",4,4,4,4,4
"1558",4,4,4,5,4
"1560",3,4,4,5,4
"1562",5,5,3,5,4
"1564",4,4,4,4,4
"1565",4,3,4,4,4
"1569",4,5,5,4,4
"1572",5,4,3,5,4
"1573",5,5,4,5,4
"1576",4,4,5,3,4
"1582",4,4,5,4,4
"1587",5,4,4,5,4
"1588",3,4,4,5,4
"1592",4,4,3,4,4
"1598",4,4,5,4,4
"1606",5,5,4,3,4
"1609",3,5,4,3,4
"1611",5,3,4,5,4
"1613",5,5,5,1,4
"1627",5,5,4,3,4
"1628",4,4,4,5,4
"1629",5,5,5,3,4
"1631",5,4,4,2,4
"1634",4,4,3,5,4
"1635",4,4,4,2,4
"1638",4,3,4,3,4
"1642",3,4,4,5,4
"1645",4,4,4,5,4
"1648",4,4,4,4,4
"1650",4,4,5,1,4
"1653",4,4,3,4,4
"1654",5,4,5,3,4
"1657",4,4,4,4,4
"1660",4,4,4,5,4
"1662",3,5,4,4,4
"1664",4,4,4,5,4
"1665",5,5,4,4,4
"1669",4,4,3,5,4
"1671",4,4,3,4,4
"1678",5,5,5,4,4
"1680",4,5,4,3,4
"1681",4,4,4,5,4
"1682",5,5,4,4,4
"1686",5,4,4,3,4
"1703",3,3,4,3,4
"1711",4,4,4,4,4
"1714",4,4,3,5,4
"1715",5,3,4,5,4
"1722",5,4,4,4,4
"1726",4,3,4,4,4
"1728",4,4,4,4,4
"1733",5,4,5,4,4
"1735",5,5,4,1,4
"1737",4,4,5,3,4
"1740",4,4,4,4,4
"1742",5,5,4,2,4
"1743",5,4,2,4,4
"1750",4,4,4,5,4
"1752",4,3,4,5,4
"1754",5,4,4,4,4
"1755",4,4,3,4,4
"1757",4,5,4,4,4
"1758",4,2,4,5,4
"1759",5,5,4,1,4
"1760",4,4,5,4,4
"1763",4,4,4,4,4
"1764",4,4,4,4,4
"1767",4,4,3,3,4
"1770",4,4,4,3,4
"1772",4,4,4,4,4
"1773",5,5,5,4,4
"1775",3,5,4,3,4
"1777",4,4,3,5,4
"1779",4,5,3,5,4
"1785",3,5,5,5,4
"1791",5,5,4,5,4
"1793",4,4,4,4,4
"1796",5,5,4,5,4
"1802",4,4,4,4,4
"1804",4,4,4,5,4
"1806",4,4,5,5,4
"1809",4,4,4,5,4
"1814",3,4,4,4,4
"1819",4,5,4,5,4
"1823",5,5,5,2,4
"1825",5,4,4,2,4
"1832",4,5,4,4,4
"1837",4,4,5,4,4
"1838",4,4,5,4,4
"1844",5,4,4,3,4
"1845",5,5,5,4,4
"1847",4,3,3,2,4
"1852",4,4,5,1,4
"1855",4,5,4,5,4
"1859",4,4,4,4,4
"1868",4,4,4,5,4
"1878",4,4,5,5,4
"1884",4,4,3,4,4
"1889",4,4,5,3,4
"1890",4,4,3,5,4
"1891",5,4,5,3,4
"1896",4,4,5,5,4
"1901",4,4,4,5,4
"1906",4,2,4,4,4
"1908",4,3,4,4,4
"1915",4,4,3,3,4
"1916",5,4,5,4,4
"1927",5,4,5,4,4
"1932",5,4,3,4,4
"1934",4,4,4,3,4
"1942",4,5,5,3,4
"1945",4,4,4,4,4
"1950",4,3,5,3,4
"1954",4,3,4,4,4
"1957",4,4,5,4,4
"1965",5,2,5,3,4
"1972",4,4,5,4,4
"1974",4,4,4,4,4
"1986",5,4,3,3,4
"2000",5,4,5,4,4
"2003",5,5,3,3,4
"2006",5,1,4,5,4
"2008",4,5,5,2,4
"2011",5,5,4,4,4
"2012",4,3,4,4,4
"2016",5,4,4,4,4
"2023",4,4,5,2,4
"2026",4,5,4,5,4
"2030",4,4,5,5,4
"2033",4,4,4,4,4
"2041",4,4,4,4,4
"2042",5,5,4,4,4
"2045",4,5,4,4,4
"2046",4,4,4,4,4
"2051",5,4,4,3,4
"2054",5,5,4,4,4
"2060",4,3,3,4,4
"2062",4,5,4,3,4
"2063",4,5,4,4,4
"2065",5,5,4,3,4
"2069",4,4,5,2,4
"2086",5,3,4,3,4
"2091",5,4,3,4,4
"2092",5,4,4,5,4
"2093",4,4,4,4,4
"2099",4,4,4,4,4
"2105",4,4,4,5,4
"2110",4,5,3,2,4
"2120",3,5,5,4,4
"2130",5,4,4,5,4
"2140",4,4,4,3,4
"2143",4,4,5,3,4
"2145",5,3,5,4,4
"2153",5,4,5,3,4
"2162",5,4,4,5,4
"2166",5,5,5,1,4
"2168",4,4,3,4,4
"2175",4,3,5,4,4
"2179",5,5,5,3,4
"2180",4,5,5,4,4
"2183",5,3,4,4,4
"2184",4,4,4,4,4
"2190",4,3,5,3,4
"2191",4,5,5,4,4
"2192",4,5,4,5,4
"2196",3,4,3,4,4
"2203",4,4,4,4,4
"2206",4,2,5,3,4
"2219",4,5,5,4,4
"2222",5,4,5,4,4
"2225",3,4,5,5,4
"2228",4,4,4,4,4
"2234",4,4,5,4,4
"2235",4,4,4,0,4
"2236",5,3,4,5,4
"2243",4,4,4,3,4
"2244",4,3,4,3,4
"2246",5,4,4,3,4
"2247",4,4,4,2,4
"2248",4,4,4,3,4
"2252",4,4,4,5,4
"2254",4,4,4,4,4
"2260",5,5,4,4,4
"2261",5,4,5,2,4
"2269",4,4,4,3,4
"2271",5,4,4,3,4
"2274",4,4,4,3,4
"2276",4,3,4,4,4
"2277",5,4,4,4,4
"2279",5,5,5,3,4
"2282",5,4,4,3,4
"2290",4,4,4,4,4
"2297",4,4,4,5,4
"2300",4,4,3,4,4
"2306",4,4,5,5,4
"2316",4,5,4,3,4
"2317",4,3,4,3,4
"2325",3,5,5,4,4
"2329",4,4,5,4,4
"2338",4,5,3,5,4
"2346",4,3,5,3,4
"2348",4,4,3,5,4
"2349",4,4,4,5,4
"2355",4,4,4,4,4
"2359",4,3,3,4,4
"2360",5,4,4,3,4
"2362",4,4,5,4,4
"2367",4,5,4,4,4
"2388",4,3,5,5,4
"2390",4,4,4,4,4
"2392",5,4,4,4,4
"2400",4,3,3,5,4
"2402",5,5,4,5,4
"2406",4,3,3,3,4
"2418",4,3,3,4,4
"2420",4,4,3,4,4
"2438",4,4,4,4,4
"2442",4,5,3,2,4
"2444",4,4,5,4,4
"2446",4,4,4,4,4
"2450",3,3,4,4,4
"2452",4,3,4,3,4
"2456",5,5,3,3,4
"2459",4,4,4,3,4
"2463",1,2,2,1,4
"2465",5,5,3,4,4
"2466",5,4,4,4,4
"2470",5,5,2,4,4
"2479",4,4,5,3,4
"2485",4,4,4,4,4
"2486",4,4,4,4,4
"2495",5,5,5,3,4
"2502",3,4,4,4,4
"2503",5,5,4,5,4
"2510",5,4,5,3,4
"2512",4,3,3,4,4
"2513",4,3,5,4,4
"2520",5,4,4,4,4
"2522",4,4,4,4,4
"2523",4,4,5,5,4
"2528",4,4,4,4,4
"2530",4,4,3,4,4
"2534",4,3,3,4,4
"2538",5,3,4,4,4
"2540",5,3,5,4,4
"2541",5,4,5,3,4
"2547",4,4,4,4,4
"2554",4,4,5,4,4
"2557",5,4,5,3,4
"2559",5,2,4,3,4
"2560",5,4,4,4,4
"2561",4,4,4,4,4
"2563",5,4,3,4,4
"2567",3,4,4,3,4
"2568",5,4,4,3,4
"2570",5,5,5,4,4
"2577",4,4,4,4,4
"2581",5,3,4,4,4
"2587",3,5,4,5,4
"2593",4,4,5,4,4
"2596",4,4,4,4,4
"2597",4,4,3,4,4
"2598",4,5,4,4,4
"2600",4,4,3,5,4
"2601",5,4,4,5,4
"2606",5,3,5,3,4
"2607",5,5,4,4,4
"2611",5,3,4,2,4
"2613",5,4,4,5,4
"2617",5,4,5,3,4
"2626",4,4,4,4,4
"2629",4,4,3,5,4
"2630",5,4,5,5,4
"2631",4,3,3,4,4
"2643",4,5,4,4,4
"2644",5,5,4,4,4
"2646",5,3,4,5,4
"2647",4,4,5,4,4
"2651",5,3,5,5,4
"2656",5,4,5,3,4
"2659",4,4,3,5,4
"2665",4,3,4,2,4
"2666",4,4,4,4,4
"2670",4,4,3,4,4
"2676",4,4,4,4,4
"2680",4,4,5,4,4
"2681",5,5,5,2,4
"2683",5,4,4,3,4
"2692",4,4,4,4,4
"2698",4,4,4,3,4
"2701",4,4,4,0,4
"2704",5,4,0,4,4
"2710",4,4,3,3,4
"2711",4,4,3,3,4
"2712",3,4,3,3,4
"2714",4,3,3,3,4
"2725",4,3,4,5,4
"2731",3,5,4,4,4
"2734",2,4,2,4,4
"2735",4,4,5,3,4
"2738",5,4,4,4,4
"2749",4,4,3,4,4
"2750",4,4,4,4,4
"2753",5,4,3,4,4
"2760",4,3,3,4,4
"2768",4,3,4,4,4
"2772",5,5,4,4,4
"2774",4,4,4,3,4
"2777",5,3,5,3,4
"2788",3,5,4,3,4
"2790",4,4,4,4,4
"2793",5,3,4,3,4
"2796",5,3,5,3,4
"2797",5,2,4,5,4
"2799",4,4,4,3,4
"2803",5,4,5,5,4
"2805",5,4,4,4,4
"2814",5,4,4,4,4
"2816",4,4,4,4,4
"2819",5,4,3,4,4
"2825",5,4,4,4,4
"2827",5,5,3,4,4
"2832",4,5,5,3,4
"2834",4,5,5,4,4
"2835",5,4,4,4,4
"2837",4,4,4,4,4
"2847",5,3,4,3,4
"2853",4,4,4,3,4
"2854",5,4,5,4,4
"2858",5,3,4,4,4
"2860",4,4,5,5,4
"2862",5,4,4,5,4
"2866",4,4,4,4,4
"2868",5,5,5,4,4
"2874",4,3,4,3,4
"2875",4,4,4,4,4
"2878",4,5,3,5,4
"2883",4,4,5,2,4
"2891",5,4,4,4,4
"2892",4,4,4,5,4
"2896",4,5,4,4,4
"2897",4,4,3,4,4
"2909",5,4,4,3,4
"2910",5,5,5,4,4
"2911",4,4,5,5,4
"2918",5,4,5,4,4
"2919",5,5,4,4,4
"2920",5,4,5,4,4
"2923",5,5,4,4,4
"2926",5,4,5,3,4
"2928",4,4,3,4,4
"2935",5,3,3,3,4
"2937",4,4,4,4,4
"2940",4,5,3,5,4
"2942",5,4,3,3,4
"2944",4,4,4,4,4
"2953",5,2,3,5,4
"2964",4,4,4,4,4
"2973",4,3,5,4,4
"2977",4,4,4,4,4
"2989",4,4,5,4,4
"2990",4,4,4,4,4
"2999",4,3,3,4,4
"3003",5,3,3,4,4
"3014",4,4,4,5,4
"3023",4,4,3,4,4
"3024",4,5,4,4,4
"3026",4,4,4,4,4
"3029",4,4,4,4,4
"3032",4,4,4,5,4
"3033",4,4,4,4,4
"3034",4,5,3,4,4
"3037",4,5,5,3,4
"3040",5,2,4,4,4
"3041",5,4,4,4,4
"3042",5,3,2,4,4
"3048",5,4,4,3,4
"3073",4,3,3,5,4
"3089",5,4,4,5,4
"3090",4,5,3,4,4
"3091",4,3,4,5,4
"3094",4,4,5,4,4
"3108",4,4,4,4,4
"3109",4,5,5,4,4
"3110",5,4,5,5,4
"3123",5,5,4,5,4
"3125",4,4,5,5,4
"3135",4,4,4,4,4
"3144",4,4,4,5,4
"3147",5,4,5,4,4
"3149",4,3,3,4,4
"3163",5,3,3,4,4
"3166",4,3,3,4,4
"3169",5,3,3,4,4
"3170",4,4,3,3,4
"3177",4,2,4,5,4
"3187",4,3,4,4,4
"3190",4,3,5,3,4
"3198",4,3,3,4,4
"3199",5,2,3,4,4
"3200",3,5,5,4,4
"3201",4,4,3,4,4
"3202",5,3,5,4,4
"3207",5,5,5,3,4
"3222",4,4,3,4,4
"3230",4,4,5,4,4
"3238",5,5,3,5,4
"3242",4,4,4,4,4
"3248",5,1,4,4,4
"3249",4,3,4,5,4
"3254",5,4,4,4,4
"3255",4,4,4,4,4
"3259",5,4,5,4,4
"3267",4,5,4,4,4
"3268",4,4,4,4,4
"3273",4,3,5,3,4
"3275",4,5,2,5,4
"3280",4,5,4,5,4
"3281",4,4,3,5,4
"3302",4,4,5,4,4
"3304",5,4,3,5,4
"3307",5,3,3,3,4
"3312",4,4,4,4,4
"3315",5,4,4,5,4
"3327",5,5,5,3,4
"3329",4,4,4,4,4
"3338",4,4,5,3,4
"3339",4,4,4,4,4
"3345",4,4,4,4,4
"3354",4,4,4,3,4
"3355",4,4,4,4,4
"3356",5,4,5,3,4
"3364",4,5,4,4,4
"3376",3,4,4,4,4
"3382",4,3,3,5,4
"3384",4,5,5,4,4
"3393",4,5,4,4,4
"3395",4,4,4,4,4
"3401",4,4,3,4,4
"3404",4,4,4,4,4
"3413",4,5,4,4,4
"3416",4,4,4,4,4
"3424",5,4,4,4,4
"3427",4,5,4,5,4
"3435",3,4,4,4,4
"3436",4,2,5,5,4
"3437",3,4,1,5,4
"3449",4,4,5,5,4
"3458",5,4,4,5,4
"3460",5,4,4,5,4
"3461",4,4,5,4,4
"3464",4,4,4,4,4
"3466",5,4,5,4,4
"3472",4,5,4,5,4
"3473",4,5,4,5,4
"3476",4,4,4,4,4
"3477",5,5,4,5,4
"3481",4,4,3,4,4
"3485",4,5,3,5,4
"3487",4,4,5,5,4
"3493",4,5,4,4,4
"3503",4,4,4,0,4
"3510",4,3,5,2,4
"3511",5,4,5,5,4
"3528",4,4,4,4,4
"3531",4,3,5,3,4
"3549",4,4,4,4,4
"3550",3,4,5,4,4
"3579",4,4,4,4,4
"3580",4,4,4,3,4
"3581",4,3,3,4,4
"3595",4,4,4,4,4
"3602",4,5,4,4,4
"3610",4,5,5,4,4
"3611",4,4,5,5,4
"3613",5,4,4,4,4
"3616",4,4,4,3,4
"3620",5,5,5,4,4
"3635",5,3,5,3,4
"3646",5,4,4,4,4
"3649",4,4,4,4,4
"3650",5,3,4,4,4
"3654",4,4,4,4,4
"3664",4,4,5,3,4
"3671",4,4,4,4,4
"3677",4,3,4,3,4
"3679",3,5,3,5,4
"3682",4,3,4,3,4
"3684",4,4,4,5,4
"3692",5,3,5,5,4
"3696",4,4,4,4,4
"3698",5,3,5,5,4
"3701",5,4,5,4,4
"3703",5,3,4,4,4
"3705",4,3,3,2,4
"3709",4,4,4,5,4
"3728",5,3,3,5,4
"3735",4,3,4,5,4
"3749",5,4,4,4,4
"3764",5,3,3,3,4
"3774",5,4,3,5,4
"3777",5,4,5,3,4
"3778",4,4,4,4,4
"3783",5,3,4,5,4
"3804",5,4,4,4,4
"3808",4,5,3,4,4
"3814",4,4,2,5,4
"3820",4,4,3,5,4
"3822",5,3,4,4,4
"3823",5,4,4,5,4
"3835",5,4,4,4,4
"3836",5,0,4,3,4
"3849",4,4,4,3,4
"3852",4,4,4,4,4
"3859",4,4,4,4,4
"3870",3,4,4,5,4
"3872",4,4,4,4,4
"3878",4,4,4,4,4
"3879",5,5,4,4,4
"3883",4,4,4,5,4
"3885",4,5,0,5,4
"3887",4,4,4,5,4
"3894",4,3,4,4,4
"3895",5,4,4,5,4
"3901",5,4,4,3,4
"3915",4,3,4,5,4
"3916",5,4,3,5,4
"3920",5,4,4,4,4
"3929",4,4,3,4,4
"3930",5,5,5,3,4
"3931",4,4,4,3,4
"3934",4,4,4,4,4
"3935",4,4,4,5,4
"3939",4,3,4,5,4
"3940",4,4,4,5,4
"3941",4,4,4,4,4
"3946",4,4,4,5,4
"3947",3,4,4,4,4
"3948",3,4,4,5,4
"3949",3,4,3,5,4
"3952",4,3,5,5,4
"3957",4,5,3,5,4
"3959",4,3,4,4,4
"3966",4,4,4,4,4
"3967",4,4,3,5,4
"3970",4,4,5,4,4
"3973",4,3,3,5,4
"3984",4,4,5,2,4
"3996",4,5,4,4,4
"4001",4,4,4,5,4
"4003",4,4,4,4,4
"4007",4,4,4,4,4
"4010",4,4,5,3,4
"4014",4,4,4,3,4
"4017",5,4,4,5,4
"4019",5,4,4,5,4
"4022",4,3,3,3,4
"4024",4,5,5,4,4
"4038",4,4,4,4,4
"4039",4,4,4,5,4
"4040",4,3,4,5,4
"4041",4,4,4,4,4
"4043",5,5,5,2,4
"4046",4,5,4,5,4
"4052",4,3,4,4,4
"4057",4,4,3,3,4
"4059",4,4,4,5,4
"4062",4,4,4,5,4
"4064",4,3,4,5,4
"4065",5,5,5,4,4
"4066",5,3,5,5,4
"4068",4,4,4,0,4
"4070",4,4,4,3,4
"4074",4,4,3,4,4
"4084",4,3,4,2,4
"4086",4,4,4,4,4
"4089",4,4,5,4,4
"4093",4,4,4,4,4
"4094",4,4,4,5,4
"4098",4,4,4,4,4
"4099",5,3,4,5,4
"4101",4,3,3,5,4
"4105",4,5,4,4,4
"4108",4,4,3,5,4
"4110",4,4,4,4,4
"4112",4,5,4,5,4
"4114",4,4,0,5,4
"4116",4,4,4,4,4
"4118",4,4,4,4,4
"4123",4,4,4,5,4
"4125",4,4,5,3,4
"4135",4,5,3,4,4
"4141",4,4,4,5,4
"4144",5,5,4,4,4
"4151",3,3,4,4,4
"4156",4,4,4,4,4
"4172",4,5,2,3,4
"4175",5,4,3,4,4
"4183",4,4,4,3,4
