"from","to"
4152,2079
4152,8097
4152,3189
4153,299
4153,3411
4154,8097
4154,2975
4155,340
4155,2422
4155,8097
4155,270
4155,604
4156,116
4156,104
4156,1080
4157,5640
4157,104
4158,2079
4158,104
4162,7896
4162,3411
4162,1491
4163,104
4165,7460
4165,196
4165,298
4165,242
4167,104
4168,104
4170,7903
4170,338
4170,1807
4171,600
4172,1813
4172,598
4172,3023
4172,1619
4172,1807
4172,1810
4172,1808
4172,1811
4172,1809
4175,104
4176,104
4177,2079
4177,104
4179,104
4181,8097
4181,4787
4181,2678
4181,613
4181,298
4181,1807
4183,6428
4184,7896
4185,105
4186,105
4187,105
4189,105
4190,105
4192,105
4193,105
4194,105
4196,105
4198,105
4200,106
4202,106
4202,4207
4204,1619
4206,106
4206,4215
4207,106
4209,106
4212,106
4215,106
4217,4208
4220,106
4230,106
4231,107
4231,460
4233,107
4233,460
4233,200
4233,458
4235,1
4235,107
4235,2400
4236,4824
4236,82
4236,107
4238,1
4238,107
4238,460
4239,107
4239,460
4239,441
4239,200
4239,23
4239,433
4239,82
4239,461
4240,107
4240,460
4241,23
4241,107
4241,341
4242,107
4242,1
4242,7895
4242,200
4242,33
4243,452
4244,108
4245,108
4245,239
4245,4293
4248,108
4249,2
4249,55
4249,2299
4249,1
4249,1489
4249,1490
4249,3303
4249,1476
4249,7
4249,1491
4249,4
4249,108
4249,4297
4250,108
4251,108
4252,108
4252,9037
4253,108
4255,108
4256,108
4259,1
4259,1489
4259,1490
4259,1476
4259,7
4259,1491
4259,1492
4259,4
4259,108
4259,1493
4259,1494
4259,1496
4259,459
4259,2408
4259,2409
4259,2410
4259,2412
4259,2413
4259,7899
4259,5066
4259,68
4259,4297
4260,1
4260,108
4260,1476
4262,4824
4262,1489
4262,1490
4262,1476
4262,2410
4262,7
4262,1491
4262,1492
4262,2412
4262,4
4262,108
4263,108
4264,4824
4264,5805
4264,108
4264,459
4264,2409
4264,2410
4264,2411
4265,108
4269,108
4269,4824
4270,108
4271,8726
4271,1491
4271,108
4272,4258
4272,108
4273,108
4273,1807
4274,108
4274,3433
4275,108
4275,3433
4276,1494
4276,108
4276,4
4280,108
4281,108
4282,3409
4282,108
4282,49
4283,108
4284,108
4285,7911
4285,1492
4285,108
4286,1
4286,1492
4286,108
4286,1496
4286,62
4286,165
4287,108
4287,4824
4299,7906
4299,1
4299,109
4303,4824
4303,1489
4303,109
4304,1807
4304,8699
4304,128
4304,1080
4304,8675
4304,8653
4304,3938
4304,8726
4304,8745
4304,8670
4304,1493
4304,8684
4304,8749
4304,2466
4304,8683
4304,8748
4304,109
4304,603
4304,7915
4304,8709
4305,109
4305,21
4305,2
4305,1476
4308,9
4308,1080
4308,603
4308,8709
4308,8726
4308,109
4308,7906
4308,128
4308,7915
4308,8666
4308,8750
4308,8673
4308,8717
4310,109
4310,4824
4310,5805
4310,9037
4312,8735
4312,8739
4312,8734
4312,8009
4312,7756
4312,8660
4312,8665
4312,8693
4312,18
4312,3188
4312,109
4312,8716
4313,8709
4313,8747
4313,8682
4313,8746
4313,8735
4313,1489
4313,109
4313,8653
4313,8673
4316,15
4316,340
4316,1076
4316,24
4316,109
4316,9
4316,7965
4317,2
4317,31
4317,109
4317,1
4317,23
4317,19
4318,128
4318,1080
4318,8653
4318,3938
4318,8726
4318,8745
4318,8670
4318,1493
4318,8684
4318,8749
4318,2466
4318,8683
4318,8748
4318,109
4318,603
4318,7915
4318,8709
4321,8688
4321,8735
4321,8717
4321,1807
4321,2466
4321,109
4321,1
4321,1491
4323,82
4325,1491
4325,109
4325,1489
4325,2828
4325,8748
4325,6179
4325,2827
4327,82
4329,1
4329,109
4330,2
4330,8718
4330,8730
4330,109
4330,1494
4330,8659
4330,473
4330,8735
4332,31
4332,7906
4332,7911
4332,18
4332,109
4332,7915
4332,7904
4333,109
4334,8709
4334,109
4339,1
4339,109
4344,110
4346,1489
4346,110
4346,4392
4347,1489
4347,110
4348,5805
4348,110
4348,4387
4348,4388
4348,4389
4348,4390
4348,4391
4348,4345
4348,4392
4349,1489
4349,110
4351,110
4351,5805
4352,1489
4352,4364
4352,110
4353,110
4353,5805
4354,5805
4354,5060
4354,110
4355,1489
4355,110
4356,1489
4356,110
4357,5805
4357,110
4358,110
4360,2408
4360,1489
4360,110
4361,1489
4361,110
4362,4348
4362,4345
4362,4356
4362,4392
4362,1489
4364,110
4364,1489
4366,110
4367,110
4368,110
4369,110
4370,110
4372,110
4372,9543
4374,110
4375,110
4376,110
4378,110
4379,110
4380,1489
4380,110
4388,110
4391,110
4391,5805
4392,1489
4393,111
4396,111
4398,111
4398,9543
4401,345
4401,304
4401,2258
4401,161
4401,6146
4401,6283
4401,3188
4401,3806
4401,8173
4402,2079
4404,111
4406,111
4408,111
4408,4396
4409,111
4410,3856
4413,111
4416,111
4418,6283
4419,111
4421,303
4421,193
4421,163
4421,345
4421,147
4421,111
4421,8654
4421,8693
4421,8688
4421,8726
4421,8743
4421,8774
4424,4396
4424,111
4425,193
4425,8654
4425,69
4426,111
4432,1813
4432,6131
4432,6283
4433,111
4434,193
4434,163
4434,345
4434,147
4434,111
4434,8688
4434,8654
4434,8693
4434,8726
4434,8743
4434,8774
4434,303
4435,111
4436,111
4436,1809
4436,1811
4436,6428
4438,111
4439,1489
4444,7896
4447,6428
4449,605
4449,8642
4450,8631
4450,112
4451,8630
4451,8631
4451,112
4451,8636
4451,8638
4453,8631
4453,605
4453,8630
4453,112
4453,8649
4453,8637
4453,8646
4453,8639
4460,112
4460,8629
4460,4781
4460,1661
4461,1489
4461,112
4461,139
4461,145
4463,8630
4463,8631
4463,112
4463,8636
4463,8638
4463,8639
4463,8641
4463,8642
4463,8643
4463,8647
4463,8648
4463,8650
4463,8652
4465,8726
4465,8635
4465,8648
4465,8630
4465,8636
4465,8631
4465,8639
4465,8649
4465,8643
4465,8650
4465,112
4465,8637
4465,8638
4465,8641
4465,8646
4465,8642
4465,8647
4465,8652
4466,8672
4467,277
4467,803
4467,8636
4467,8643
4467,8645
4467,8649
4469,8637
4469,8642
4469,8649
4470,139
4472,3944
4473,38
4473,4824
4473,112
4475,8631
4475,112
4475,8636
4475,8646
4475,8642
4475,8649
4475,8650
4475,8651
4475,8652
4476,7903
4476,112
4477,8631
4477,112
4477,54
4477,4456
4477,8642
4477,8650
4479,112
4479,127
4479,32
4479,15
4479,8672
4479,1661
4482,112
4482,38
4482,375
4482,120
4484,112
4485,1807
4486,112
4489,473
4489,1807
4489,1985
4489,112
4490,206
4491,1994
4491,7079
4491,272
4491,113
4492,113
4492,1662
4493,937
4493,113
4494,263
4494,340
4494,113
4494,4165
4494,27
4494,46
4494,385
4494,611
4495,113
4499,113
4500,113
4501,935
4501,187
4501,113
4501,272
4502,8653
4502,1080
4502,113
4504,113
4504,4496
4505,113
4508,8688
4509,114
4511,114
4514,114
4521,114
4522,114
4524,114
4525,8774
4527,114
4528,114
4529,78
4529,114
4530,114
4536,114
4538,8682
4542,3246
4542,114
4543,3246
4543,114
4547,78
4547,114
4547,389
4547,8743
4547,605
4547,8642
4547,8654
4548,6428
4551,4549
4554,115
4555,115
4556,610
4556,126
4556,296
4556,370
4556,50
4556,38
4560,370
4562,75
4562,3154
4562,1808
4562,1807
4562,1811
4562,1809
4562,1812
4564,2249
4564,17
4566,76
4571,17
4571,115
4573,115
4573,21
4573,1813
4573,6428
4575,76
4577,8705
4578,3020
4579,115
4585,8162
4590,115
4590,6940
4590,8205
4591,1807
4591,1812
4591,1810
4591,4560
4592,8163
4592,115
4593,28
4593,115
4595,5856
4595,6428
4597,1077
4598,1076
4599,1076
4599,3411
4599,3410
4600,1076
4600,3411
4600,3410
4601,1076
4601,3411
4601,3410
4604,1077
4604,9543
4604,8653
4604,603
4604,1813
4605,1076
4605,3411
4605,3410
4606,1076
4606,3411
4606,3410
4608,1076
4608,1077
4609,213
4609,71
4609,116
4609,1076
4609,3355
4609,8093
4610,3023
4611,1411
4611,2826
4611,473
4611,3023
4611,3021
4611,1076
4611,3411
4611,8718
4611,264
4612,1813
4612,3410
4612,1076
4613,3410
4614,3410
4616,116
4617,3023
4617,1076
4618,3023
4618,1076
4618,8058
4619,116
4619,3411
4619,1076
4620,3411
4620,3355
4621,1076
4622,1077
4622,1076
4622,3107
4623,3368
4623,116
4623,1076
4624,2400
4624,7896
4624,129
4624,1080
4624,4968
4624,8629
4624,3410
4624,1813
4624,599
4625,1076
4626,70
4626,389
4626,3023
4626,83
4626,2
4626,11
4626,7
4626,1076
4627,7903
4627,139
4627,8090
4627,389
4627,120
4627,393
4627,8666
4627,8756
4627,1076
4627,3023
4627,4596
4627,3021
4627,3400
4629,3411
4629,3355
4629,1076
4630,3023
4630,3410
4630,3411
4630,2636
4631,116
4633,3410
4633,1076
4634,71
4634,3026
4634,1076
4635,3019
4635,116
4637,3028
4637,8756
4639,4645
4640,4645
4643,117
4649,3938
4649,2826
4649,2827
4649,473
4649,117
4651,117
4652,117
4655,117
4659,117
4659,2079
4660,7802
4662,4645
4662,117
4663,117
4664,117
4667,117
4669,1807
4672,118
4672,4716
4672,9111
4672,4718
4672,4720
4672,4968
4672,27
4672,9112
4673,118
4674,118
4674,4724
4675,118
4675,4716
4675,9111
4675,4718
4675,4720
4675,1812
4675,4968
4675,1807
4675,1811
4675,8625
4676,9107
4676,1634
4676,118
4676,27
4676,9109
4676,4968
4677,9107
4677,1634
4677,118
4677,27
4677,9109
4677,4968
4680,118
4681,9107
4681,9109
4681,118
4681,4716
4681,4715
4681,4717
4681,2476
4682,118
4682,4724
4683,118
4683,4718
4683,4717
4683,4716
4684,118
4684,4724
4685,1813
4687,9107
4687,27
4687,118
4689,7906
4690,461
4690,4721
4690,9111
4690,4719
4690,9109
4691,9109
4691,9110
4691,9108
4691,4716
4691,4718
4691,9111
4691,9112
4693,1618
4693,9109
4693,4716
4693,9111
4693,4718
4693,9112
4694,27
4694,10
4694,141
4694,42
4694,1233
4694,6880
4694,8690
4694,6180
4694,6101
4694,118
4694,8666
4695,118
4695,7268
4696,1081
4696,9111
4697,118
4697,1618
4697,602
4697,1619
4698,118
4701,1687
4701,3926
4701,118
4701,4982
4703,1233
4703,118
4706,118
4707,8203
4707,118
4707,9107
4708,1081
4708,118
4710,118
4710,7904
4712,118
4713,118
4714,118
4715,4718
4715,4717
4716,2476
4718,4720
4718,4721
4718,4715
4718,9543
4718,4723
4718,4722
4718,4724
4719,4720
4719,4721
4719,4715
4719,9543
4719,4723
4719,4722
4719,4724
4721,2476
4723,27
4723,1081
4723,2476
4725,119
4725,392
4725,9578
4725,1078
4725,9579
4725,9580
4725,9581
4725,4759
4725,9582
4725,8699
4725,9583
4725,9584
4725,9585
4725,9586
4725,9587
4725,9588
4725,9590
4725,5972
4725,9592
4727,9578
4727,119
4728,5972
4728,392
4728,1079
4728,6136
4728,8628
4728,8131
4728,119
4728,1078
4728,1494
4728,8718
4728,7756
4728,264
4728,4753
4729,9578
4729,119
4730,473
4730,119
4730,8718
4730,7756
4730,3938
4732,119
4732,7756
4732,327
4732,8766
4733,9579
4733,9578
4733,119
4734,8750
4734,9563
4734,258
4734,5972
4734,1078
4734,9348
4734,4743
4734,9307
4734,264
4734,7764
4734,1079
4736,7903
4736,259
4736,9579
4736,8730
4736,8738
4736,9578
4736,9584
4736,5972
4736,119
4736,264
4738,119
4738,264
4738,5972
4739,7761
4739,7756
4739,8766
4739,3536
4739,8007
4739,119
4739,264
4740,119
4740,123
4740,1079
4742,9282
4742,119
4742,3023
4742,151
4742,220
4742,83
4742,5991
4742,7772
4743,1078
4743,215
4743,1079
4743,9568
4743,5972
4745,119
4746,9579
4746,1077
4746,3023
4747,119
4749,119
4751,119
4752,9037
4752,1661
4753,119
4755,119
4755,4753
4756,6131
4756,2
4756,1079
4758,8699
4758,9295
4758,5972
4758,119
4759,119
4762,119
4762,4753
4763,119
4763,4753
4767,1256
4767,133
4767,3411
4768,120
4769,8623
4770,340
4771,8053
4771,8096
4771,8090
4771,3019
4771,8056
4771,197
4771,120
4771,393
4772,8094
4773,365
4773,213
4774,120
4774,3019
4774,71
4774,3023
4774,8093
4774,393
4776,4782
4776,120
4776,7903
4777,8092
4777,83
4777,3411
4777,3021
4777,3023
4777,1077
4778,120
4778,4766
4778,4793
4778,3408
4778,389
4780,8093
4785,365
4785,213
4785,3715
4786,120
4786,1807
4789,120
4789,129
4789,32
4789,806
4789,8666
4789,8688
4790,340
4790,120
4790,1618
4790,3021
4790,15
4790,32
4791,3021
4791,139
4791,3026
4791,8094
4791,8096
4791,213
4791,8090
4792,3019
4792,127
4792,3803
4792,4782
4794,1438
4794,389
4794,120
4794,340
4795,1438
4795,389
4795,120
4795,340
4796,120
4797,2217
4798,2217
4801,4800
4804,6520
4806,145
4806,7895
4806,34
4806,1807
4806,4967
4809,3341
4810,122
4812,1807
4814,4824
4816,4824
4820,4824
4822,4824
4823,4824
4824,450
4824,451
4824,452
4824,453
4824,454
4824,455
4824,456
4824,457
4824,433
4824,458
4824,459
4824,460
4824,461
4824,462
4824,463
4824,464
4824,465
4825,75
4825,123
4825,6131
4825,6132
4825,6133
4825,83
4825,6134
4825,6135
4825,6136
4825,6137
4825,6138
4825,6139
4825,6140
4825,6141
4825,6142
4825,6143
4825,6144
4825,6145
4825,6146
4826,2383
4826,3188
4826,75
4826,223
4826,1079
4826,123
4826,159
4826,94
4826,8688
4826,8165
4826,295
4826,3409
4826,6137
4826,619
4828,1325
4828,83
4828,4396
4828,3857
4828,10
4828,6428
4829,1325
4830,337
4830,341
4830,1080
4830,5066
4830,1325
4830,128
4830,3021
4830,8696
4830,8732
4830,8666
4830,8707
4830,6179
4830,8756
4830,8688
4830,8690
4830,6136
4833,8631
4833,32
4833,15
4833,3021
4833,247
4833,1325
4833,8621
4833,129
4833,1080
4833,8638
4833,8643
4833,8648
4834,75
4834,159
4834,123
4834,3021
4834,6135
4837,1078
4837,9282
4837,1325
4837,6136
4838,75
4838,3021
4838,83
4838,7759
4838,6948
4838,3379
4838,6136
4838,6122
4838,3169
4838,598
4838,1813
4838,6131
4838,3409
4841,5972
4841,123
4841,259
4841,6136
4841,261
4841,8730
4841,3938
4841,9282
4841,9592
4841,327
4844,1325
4845,1325
4845,8756
4852,6146
4852,3941
4853,7906
4853,124
4853,63
4853,4868
4855,7906
4855,18
4855,36
4855,245
4856,124
4860,124
4866,610
4868,1
4868,7895
4868,7900
4868,459
4868,8628
4868,7903
4868,370
4868,8725
4869,124
4872,4968
4883,124
4884,598
4884,18
4884,7906
4884,124
4884,599
4886,65
4886,8468
4886,124
4889,8718
4891,124
4892,610
4897,125
4897,4982
4899,139
4899,125
4901,125
4903,27
4903,159
4903,125
4904,1476
4904,9140
4904,2410
4904,4824
4904,5805
4904,290
4904,9578
4904,2400
4904,2407
4904,10
4904,377
4904,2466
4904,116
4905,5066
4905,5065
4905,125
4908,5066
4908,5042
4908,1662
4909,1810
4909,1807
4909,4982
4909,125
4910,125
4910,3857
4910,1810
4910,1812
4910,1811
4910,1809
4910,1807
4912,1492
4912,2412
4912,4926
4912,28
4912,38
4912,8203
4914,5042
4915,1811
4915,1984
4915,125
4916,125
4919,125
4920,4936
4920,8717
4920,5754
4921,125
4921,1619
4922,125
4923,125
4923,33
4924,391
4924,8726
4924,8774
4924,125
4925,125
4927,125
4928,1811
4928,603
4928,598
4928,2827
4928,8710
4928,8757
4928,8688
4928,8690
4928,8672
4928,125
4928,8772
4928,3938
4928,8718
4928,170
4928,6480
4930,125
4930,311
4932,1811
4932,603
4932,598
4932,2826
4932,2827
4932,8710
4932,8757
4932,8688
4932,8690
4932,8672
4932,125
4932,8772
4932,3938
4932,8718
4932,170
4932,6480
4934,8726
4940,4966
4941,1618
4942,386
4950,2791
4950,1752
4950,602
4950,603
4950,609
4952,8631
4952,8634
4954,8666
4955,605
4955,15
4955,1225
4956,2418
4956,370
4957,3298
4957,8924
4959,3298
4959,8924
4960,8725
4960,5185
4962,4967
4962,126
4962,156
4964,2418
4965,4966
4966,2418
4968,8717
4969,126
4971,149
4971,13
4971,10
4971,127
4971,15
4971,386
4971,333
4972,1080
4972,8622
4972,32
4972,15
4972,127
4972,4982
4972,10
4972,64
4972,149
4972,8653
4972,8672
4973,127
4974,34
4974,10
4974,361
4974,3996
4974,8653
4974,1810
4974,1812
4974,1808
4974,1811
4974,1807
4974,1809
4974,2218
4974,8753
4974,127
4975,7112
4975,10
4975,127
4976,5905
4976,8630
4976,8631
4976,1080
4976,127
4976,10
4976,7112
4976,8637
4976,8639
4976,8643
4976,8648
4976,8649
4976,8650
4976,8652
4977,127
4978,605
4978,32
4978,15
4978,7111
4978,1287
4978,127
4978,7112
4978,10
4978,13
4978,37
4979,127
4979,333
4979,7112
4979,10
4980,7112
4980,10
4980,127
4980,149
4980,377
4980,42
4981,127
4982,127
4983,1855
4983,10
4984,127
4984,5065
4984,5066
4984,1628
4984,10
4984,870
4985,1985
4985,1812
4985,1984
4985,10
4985,127
4985,1807
4986,1985
4986,1812
4986,1984
4986,10
4986,127
4986,1807
4987,1985
4987,1812
4987,1984
4987,10
4987,127
4987,1807
4989,127
4990,15
4990,32
4990,5042
4990,127
4990,129
4991,1807
4991,1619
4991,28
4991,127
4991,10
4991,7769
4992,127
4992,15
4992,10
4992,129
4993,1985
4993,1812
4993,1984
4993,10
4993,127
4994,1808
4994,1812
4994,1984
4995,1808
4995,1812
4995,1984
4995,10
4995,127
4995,3857
4996,1808
4996,1812
4996,1984
4996,10
4996,127
4996,3857
4997,128
4997,8774
4997,8772
4997,8653
4997,8672
4997,8717
4998,8653
4998,128
4999,128
5001,8672
5001,128
5001,1496
5002,128
5002,8717
5004,128
5004,8653
5004,8695
5004,8709
5004,8750
5004,8666
5004,6179
5004,8672
5004,8774
5005,1811
5005,1807
5005,128
5005,1813
5006,8690
5006,8653
5006,32
5006,128
5006,15
5006,1807
5006,1811
5006,1496
5010,8672
5010,128
5010,1496
5011,128
5013,128
5013,8638
5013,8653
5013,8695
5013,8708
5013,1496
5013,8743
5013,8710
5015,128
5015,847
5015,3996
5016,128
5016,847
5016,3996
5017,333
5017,13
5017,128
5018,129
5018,1662
5019,13
5019,128
5019,333
5020,8695
5020,128
5020,4005
5020,3975
5020,1811
5020,1812
5020,1985
5022,128
5022,15
5023,128
5023,10
5023,5020
5023,3996
5023,5000
5024,128
5024,8646
5025,128
5026,8631
5026,128
5026,15
5026,32
5026,3021
5026,1080
5026,8636
5026,8646
5026,8647
5026,8648
5026,8650
5027,8672
5027,8653
5027,8753
5027,5066
5027,5065
5027,129
5027,84
5027,128
5027,1080
5028,128
5028,10
5028,5020
5028,3996
5028,5000
5029,8695
5029,128
5030,327
5030,7756
5030,1078
5030,8738
5030,8665
5030,8703
5030,5972
5030,389
5030,128
5030,1325
5031,128
5031,4982
5032,128
5032,8708
5032,603
5036,8710
5036,128
5037,128
5037,4982
5038,8654
5038,128
5038,8666
5038,6179
5038,8675
5038,1079
5038,8758
5038,8682
5038,8688
5038,8693
5038,7756
5038,8707
5038,8710
5038,8718
5038,9578
5038,8726
5038,8735
5038,8753
5038,8754
5038,8756
5038,8757
5038,6131
5039,128
5040,128
5041,128
5045,9578
5045,8713
5045,1411
5045,2828
5045,4982
5046,5049
5046,1661
5049,1661
5055,937
5055,46
5055,935
5056,8623
5056,5057
5057,4796
5057,8756
5059,1080
5059,597
5059,5042
5059,1618
5059,604
5059,600
5059,598
5059,360
5059,95
5060,129
5063,129
5065,127
5066,931
5066,10
5066,932
5066,933
5066,934
5066,935
5066,46
5066,936
5066,937
5069,130
5069,4441
5071,5145
5071,167
5071,130
5071,9543
5071,2218
5072,5145
5073,130
5073,5131
5073,5141
5073,5143
5073,5145
5074,5131
5074,130
5074,5134
5074,5141
5074,5098
5074,5142
5074,5143
5074,5136
5074,5147
5075,5131
5075,5134
5075,5137
5075,5098
5075,5141
5075,5074
5075,5143
5075,5103
5076,5138
5076,5142
5078,9579
5078,6381
5078,5145
5078,5137
5078,5132
5078,5098
5078,5143
5078,5147
5079,5141
5079,130
5079,5098
5079,5134
5079,5142
5080,130
5081,5134
5081,5132
5081,5142
5081,5143
5081,5098
5081,5139
5082,130
5082,5142
5083,5145
5084,5141
5084,5131
5084,5134
5084,130
5084,5098
5084,5145
5084,5143
5084,5137
5084,5133
5084,5144
5084,5147
5084,5074
5085,130
5085,5098
5086,5141
5086,130
5086,5134
5086,5131
5086,5137
5086,5098
5086,5142
5089,5111
5089,130
5089,7079
5089,1810
5089,1811
5090,5132
5090,5098
5090,5138
5091,8718
5092,130
5092,4441
5093,5131
5093,5133
5093,5137
5093,5098
5093,5141
5093,5138
5093,5074
5093,5147
5093,5143
5093,5135
5093,5136
5093,5144
5094,5145
5094,6428
5095,5142
5095,5134
5095,5131
5095,5141
5095,5137
5097,5141
5097,5131
5097,5134
5097,130
5097,5098
5097,5145
5097,5143
5097,5137
5097,5133
5097,5144
5098,130
5098,5131
5098,5137
5098,5136
5098,5142
5098,5140
5099,130
5099,6428
5102,130
5103,130
5103,5137
5103,5098
5103,5142
5104,130
5104,5131
5104,5141
5104,5143
5104,5145
5105,130
5105,6428
5105,1619
5107,167
5107,5132
5107,5098
5107,5136
5108,5142
5108,5143
5108,5141
5108,130
5109,5145
5110,5131
5110,130
5110,5132
5110,5133
5110,5134
5110,5135
5110,5136
5110,5137
5110,5098
5110,5138
5110,5139
5110,5140
5110,5141
5110,5074
5110,5142
5110,5143
5110,5144
5110,5145
5110,5146
5110,5147
5112,5132
5112,130
5112,5141
5112,5074
5112,5098
5112,5142
5112,5137
5112,8690
5114,5145
5141,5081
5148,5071
5148,5145
5148,5079
5149,8774
5150,131
5150,5199
5150,5194
5151,131
5154,131
5155,5151
5156,131
5157,131
5159,131
5166,131
5167,131
5170,5199
5170,131
5171,131
5171,5151
5173,131
5173,1619
5175,5151
5179,131
5180,131
5181,131
5183,131
5184,131
5185,131
5193,131
5200,132
5200,1490
5201,132
5201,1490
5202,132
5202,1490
5207,5224
5207,8097
5209,132
5209,5234
5209,5212
5210,132
5212,132
5215,132
5216,5212
5216,132
5220,132
5221,5234
5224,132
5229,5234
5232,1490
5233,1490
5236,133
5236,5283
5237,133
5239,133
5242,133
5244,133
5245,133
5246,133
5246,5283
5247,133
5247,5283
5250,5253
5254,133
5256,6017
5256,133
5256,1489
5259,1813
5259,7906
5259,8710
5259,8666
5259,1985
5259,1812
5259,1984
5260,5276
5261,8690
5261,133
5261,83
5264,8690
5264,133
5264,83
5268,133
5270,5045
5270,8672
5270,15
5270,5065
5270,1662
5270,133
5270,6017
5270,936
5273,185
5273,7797
5273,133
5274,8688
5274,389
5274,8752
5274,8693
5274,611
5274,133
5274,197
5279,5293
5285,133
5294,133
5304,8654
5304,6179
5304,8666
5304,8735
5304,6131
5304,8750
5304,8659
5304,8745
5304,8657
5304,8682
5304,8688
5304,8690
5304,937
5304,6136
5304,8696
5304,8707
5304,134
5304,8726
5304,8672
5304,7756
5304,8718
5304,8725
5304,3938
5304,4008
5304,8756
5304,8757
5304,8710
5306,4008
5306,3998
5307,5346
5307,134
5308,4008
5308,3996
5309,8725
5309,134
5309,8707
5309,8735
5309,8696
5309,5311
5310,8725
5310,134
5310,8707
5310,8735
5310,8696
5310,5311
5311,8725
5311,134
5311,8707
5311,8735
5311,8696
5311,5309
5312,6178
5312,6950
5314,134
5314,8725
5315,4008
5315,3996
5319,5347
5319,134
5320,1661
5322,1810
5322,1812
5322,5311
5322,8666
5322,8670
5323,134
5324,6178
5326,5316
5326,5346
5326,459
5327,1984
5327,134
5327,8672
5328,134
5329,8672
5329,8653
5329,8725
5329,134
5329,4042
5329,8666
5331,3996
5331,8653
5331,5347
5331,8707
5331,8717
5331,8672
5331,8725
5331,4008
5332,134
5332,5311
5332,8666
5333,8672
5333,8670
5333,8726
5333,8753
5333,8707
5333,134
5333,8629
5333,8651
5333,1221
5337,8653
5337,8707
5338,8672
5338,134
5340,8666
5341,134
5341,8672
5343,2014
5343,3996
5344,5347
5348,2476
5351,2218
5351,135
5351,6885
5357,2079
5362,135
5362,2217
5365,5360
5368,2079
5373,5856
5373,7896
5376,5373
5377,2079
5379,2079
5382,2217
5382,135
5383,1809
5383,1619
5385,5402
5385,5373
5386,2079
5388,7268
5389,2079
5393,135
5393,5394
5393,5395
5393,5396
5393,5397
5393,5398
5393,5399
5393,5400
5393,5404
5394,5393
5394,5395
5394,5396
5394,5397
5394,5398
5394,5399
5394,5400
5394,5401
5394,5402
5394,5403
5394,5404
5395,5393
5395,5394
5395,5396
5395,5397
5395,5398
5395,5399
5395,5400
5395,5401
5395,5402
5395,5403
5395,5404
5396,5393
5396,5394
5396,5395
5396,5397
5396,5398
5396,5399
5396,5400
5396,5401
5396,5402
5396,5403
5396,5404
5397,5393
5397,135
5397,5394
5397,5395
5397,5396
5397,5398
5397,5399
5397,5400
5397,5401
5397,5402
5397,5403
5397,5404
5398,5393
5398,5394
5398,5395
5398,5396
5398,5397
5398,5399
5398,5400
5398,5401
5398,5402
5398,5403
5398,5404
5399,5393
5399,135
5399,5394
5399,5395
5399,5396
5399,5397
5399,5398
5399,5400
5399,5401
5399,5402
5399,5403
5399,5404
5400,5393
5400,5394
5400,5395
5400,5396
5400,5397
5400,5398
5400,5399
5400,5401
5400,5402
5400,5403
5400,5404
5401,1807
5401,3926
5405,1661
5405,5411
5406,136
5407,8756
5407,8653
5407,136
5407,8672
5407,8708
5408,136
5409,136
5411,5745
5412,315
5412,8753
5412,9391
5412,136
5412,6136
5412,5716
5414,136
5414,5418
5415,255
5415,3021
5415,136
5415,3023
5415,8756
5415,8685
5415,389
5415,8682
5415,8688
5417,1807
5417,598
5417,603
5417,136
5417,139
5418,136
5420,7637
5421,203
5421,136
5421,315
5421,255
5421,42
5421,139
5421,8756
5421,1256
5421,3021
5421,3975
5422,5418
5423,136
5423,5042
5423,2658
5423,3996
5423,129
5424,136
5426,2079
5426,136
5427,5418
5428,136
5428,5418
5431,2466
5431,136
5431,8756
5433,136
5434,136
5435,136
5436,1807
5437,139
5437,3411
5438,8718
5438,136
5439,136
5439,5418
5440,275
5440,5418
5443,1619
5443,5066
5449,139
5454,137
5455,137
5458,83
5458,137
5458,145
5459,137
5460,83
5460,137
5460,295
5460,1077
5461,137
5461,71
5461,1084
5461,8098
5462,137
5462,83
5463,137
5464,137
5464,71
5465,295
5465,137
5467,137
5468,137
5469,137
5470,137
5471,195
5471,137
5473,5346
5473,1080
5473,4966
5473,138
5473,366
5475,138
5476,129
5476,127
5476,4982
5476,1080
5476,138
5476,10
5476,8717
5480,138
5481,138
5489,8630
5489,8631
5489,605
5489,139
5489,8636
5489,8637
5489,8638
5489,8641
5489,8642
5489,8643
5489,8645
5489,8646
5489,3401
5489,8647
5489,8648
5489,8649
5489,8650
5489,8652
5489,9028
5491,139
5492,139
5492,7899
5492,3021
5492,1080
5492,337
5494,599
5494,600
5494,598
5494,83
5494,139
5494,772
5494,233
5497,10
5498,4182
5498,4183
5498,4184
5498,2827
5498,139
5498,8718
5498,8646
5499,8717
5501,5491
5502,10
5502,5488
5503,149
5503,3019
5503,340
5504,140
5504,1
5504,1489
5504,1496
5504,1476
5508,140
5508,1496
5516,140
5520,140
5520,1489
5522,140
5522,1496
5523,140
5523,1496
5524,8717
5528,140
5529,140
5529,5507
5531,140
5531,1496
5533,351
5534,5516
5534,1496
5534,140
5535,1476
5538,140
5543,5549
5544,8672
5545,7896
5545,373
5545,179
5545,351
5545,2
5545,6556
5545,16
5545,88
5545,3557
5545,87
5545,55
5545,22
5545,11
5545,60
5545,86
5545,2409
5545,2410
5545,1476
5545,7
5545,1491
5545,3088
5545,2413
5546,5520
5546,140
5546,1496
5548,64
5548,13
5548,1496
5548,140
5551,3991
5554,141
