instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,total
15143,2012-09-28,4,1,9,3,0,5,1,2,0.6,7
15144,2012-09-28,4,1,9,4,0,5,1,3,0.56,12
15145,2012-09-28,4,1,9,5,0,5,1,1,0.56,38
15146,2012-09-28,4,1,9,6,0,5,1,2,0.56,138
15147,2012-09-28,4,1,9,7,0,5,1,2,0.56,394
15148,2012-09-28,4,1,9,8,0,5,1,1,0.6,705
15149,2012-09-28,4,1,9,9,0,5,1,2,0.62,426
15150,2012-09-28,4,1,9,10,0,5,1,2,0.64,245
15151,2012-09-28,4,1,9,11,0,5,1,2,0.66,361
15152,2012-09-28,4,1,9,12,0,5,1,2,0.7,380
15153,2012-09-28,4,1,9,13,0,5,1,2,0.7,410
15154,2012-09-28,4,1,9,14,0,5,1,2,0.7,399
15155,2012-09-28,4,1,9,15,0,5,1,2,0.68,392
15156,2012-09-28,4,1,9,16,0,5,1,2,0.66,502
15157,2012-09-28,4,1,9,17,0,5,1,2,0.66,808
15158,2012-09-28,4,1,9,18,0,5,1,2,0.64,667
15159,2012-09-28,4,1,9,19,0,5,1,3,0.62,508
15160,2012-09-28,4,1,9,20,0,5,1,3,0.6,336
15161,2012-09-28,4,1,9,21,0,5,1,3,0.6,237
15162,2012-09-28,4,1,9,22,0,5,1,2,0.58,220
15163,2012-09-28,4,1,9,23,0,5,1,2,0.56,190
15164,2012-09-29,4,1,9,0,0,6,0,1,0.54,149
15165,2012-09-29,4,1,9,1,0,6,0,1,0.54,101
15166,2012-09-29,4,1,9,2,0,6,0,2,0.54,92
15167,2012-09-29,4,1,9,3,0,6,0,2,0.52,29
15168,2012-09-29,4,1,9,4,0,6,0,1,0.52,14
15169,2012-09-29,4,1,9,5,0,6,0,1,0.5,15
15170,2012-09-29,4,1,9,6,0,6,0,1,0.5,37
15171,2012-09-29,4,1,9,7,0,6,0,1,0.48,73
15172,2012-09-29,4,1,9,8,0,6,0,1,0.5,211
15173,2012-09-29,4,1,9,9,0,6,0,1,0.5,332
15174,2012-09-29,4,1,9,10,0,6,0,1,0.54,472
15175,2012-09-29,4,1,9,11,0,6,0,1,0.56,663
15176,2012-09-29,4,1,9,12,0,6,0,1,0.62,682
15177,2012-09-29,4,1,9,13,0,6,0,1,0.62,686
15178,2012-09-29,4,1,9,14,0,6,0,1,0.6,750
15179,2012-09-29,4,1,9,15,0,6,0,1,0.6,727
15180,2012-09-29,4,1,9,16,0,6,0,1,0.62,722
15181,2012-09-29,4,1,9,17,0,6,0,1,0.6,712
15182,2012-09-29,4,1,9,18,0,6,0,1,0.56,594
15183,2012-09-29,4,1,9,19,0,6,0,1,0.52,470
15184,2012-09-29,4,1,9,20,0,6,0,1,0.52,315
15185,2012-09-29,4,1,9,21,0,6,0,1,0.52,292
15186,2012-09-29,4,1,9,22,0,6,0,1,0.5,221
15187,2012-09-29,4,1,9,23,0,6,0,1,0.5,196
15188,2012-09-30,4,1,9,0,0,0,0,1,0.5,147
15189,2012-09-30,4,1,9,1,0,0,0,1,0.5,116
15190,2012-09-30,4,1,9,2,0,0,0,1,0.48,92
15191,2012-09-30,4,1,9,3,0,0,0,1,0.46,58
15192,2012-09-30,4,1,9,4,0,0,0,1,0.46,7
15193,2012-09-30,4,1,9,5,0,0,0,1,0.44,10
15194,2012-09-30,4,1,9,6,0,0,0,1,0.44,22
15195,2012-09-30,4,1,9,7,0,0,0,1,0.44,57
15196,2012-09-30,4,1,9,8,0,0,0,1,0.48,144
15197,2012-09-30,4,1,9,9,0,0,0,1,0.52,285
15198,2012-09-30,4,1,9,10,0,0,0,1,0.58,479
15199,2012-09-30,4,1,9,11,0,0,0,1,0.6,591
15200,2012-09-30,4,1,9,12,0,0,0,1,0.62,680
15201,2012-09-30,4,1,9,13,0,0,0,1,0.62,594
15202,2012-09-30,4,1,9,14,0,0,0,1,0.62,612
15203,2012-09-30,4,1,9,15,0,0,0,1,0.64,649
15204,2012-09-30,4,1,9,16,0,0,0,1,0.64,648
15205,2012-09-30,4,1,9,17,0,0,0,1,0.62,575
15206,2012-09-30,4,1,9,18,0,0,0,1,0.52,401
15207,2012-09-30,4,1,9,19,0,0,0,3,0.5,257
15208,2012-09-30,4,1,9,20,0,0,0,3,0.5,194
15209,2012-09-30,4,1,9,21,0,0,0,1,0.5,123
15210,2012-09-30,4,1,9,22,0,0,0,1,0.48,91
15211,2012-09-30,4,1,9,23,0,0,0,1,0.48,57
15212,2012-10-01,4,1,10,0,0,1,1,1,0.46,45
15213,2012-10-01,4,1,10,1,0,1,1,1,0.44,18
15214,2012-10-01,4,1,10,2,0,1,1,1,0.46,12
15215,2012-10-01,4,1,10,3,0,1,1,1,0.44,7
15216,2012-10-01,4,1,10,4,0,1,1,1,0.42,10
15217,2012-10-01,4,1,10,5,0,1,1,1,0.44,36
15218,2012-10-01,4,1,10,6,0,1,1,1,0.44,155
15219,2012-10-01,4,1,10,7,0,1,1,1,0.44,483
15220,2012-10-01,4,1,10,8,0,1,1,2,0.46,784
15221,2012-10-01,4,1,10,9,0,1,1,2,0.52,340
15222,2012-10-01,4,1,10,10,0,1,1,1,0.54,179
15223,2012-10-01,4,1,10,11,0,1,1,1,0.58,272
15224,2012-10-01,4,1,10,12,0,1,1,2,0.6,323
15225,2012-10-01,4,1,10,13,0,1,1,2,0.6,305
15226,2012-10-01,4,1,10,14,0,1,1,2,0.6,244
15227,2012-10-01,4,1,10,15,0,1,1,2,0.62,329
15228,2012-10-01,4,1,10,16,0,1,1,2,0.62,459
15229,2012-10-01,4,1,10,17,0,1,1,3,0.56,856
15230,2012-10-01,4,1,10,18,0,1,1,3,0.56,613
15231,2012-10-01,4,1,10,19,0,1,1,2,0.54,516
15232,2012-10-01,4,1,10,20,0,1,1,3,0.54,262
15233,2012-10-01,4,1,10,21,0,1,1,2,0.54,218
15234,2012-10-01,4,1,10,22,0,1,1,3,0.54,207
15235,2012-10-01,4,1,10,23,0,1,1,3,0.54,105
15236,2012-10-02,4,1,10,0,0,2,1,2,0.56,31
15237,2012-10-02,4,1,10,1,0,2,1,2,0.54,11
15238,2012-10-02,4,1,10,2,0,2,1,2,0.54,2
15239,2012-10-02,4,1,10,3,0,2,1,2,0.54,5
15240,2012-10-02,4,1,10,4,0,2,1,2,0.56,10
15241,2012-10-02,4,1,10,5,0,2,1,2,0.56,43
15242,2012-10-02,4,1,10,6,0,2,1,3,0.58,179
15243,2012-10-02,4,1,10,7,0,2,1,3,0.58,260
15244,2012-10-02,4,1,10,8,0,2,1,3,0.6,134
15245,2012-10-02,4,1,10,9,0,2,1,3,0.58,86
15246,2012-10-02,4,1,10,10,0,2,1,3,0.58,45
15247,2012-10-02,4,1,10,11,0,2,1,3,0.58,99
15248,2012-10-02,4,1,10,12,0,2,1,2,0.6,104
15249,2012-10-02,4,1,10,13,0,2,1,2,0.6,154
15250,2012-10-02,4,1,10,14,0,2,1,3,0.6,163
15251,2012-10-02,4,1,10,15,0,2,1,3,0.62,209
15252,2012-10-02,4,1,10,16,0,2,1,3,0.62,374
15253,2012-10-02,4,1,10,17,0,2,1,3,0.62,715
15254,2012-10-02,4,1,10,18,0,2,1,3,0.62,687
15255,2012-10-02,4,1,10,19,0,2,1,3,0.62,395
15256,2012-10-02,4,1,10,20,0,2,1,3,0.62,306
15257,2012-10-02,4,1,10,21,0,2,1,3,0.62,289
15258,2012-10-02,4,1,10,22,0,2,1,2,0.62,240
15259,2012-10-02,4,1,10,23,0,2,1,2,0.62,98
15260,2012-10-03,4,1,10,0,0,3,1,3,0.62,52
15261,2012-10-03,4,1,10,1,0,3,1,2,0.62,19
15262,2012-10-03,4,1,10,2,0,3,1,2,0.62,9
15263,2012-10-03,4,1,10,3,0,3,1,2,0.6,7
15264,2012-10-03,4,1,10,4,0,3,1,2,0.6,11
15265,2012-10-03,4,1,10,5,0,3,1,2,0.62,34
15266,2012-10-03,4,1,10,6,0,3,1,2,0.6,177
15267,2012-10-03,4,1,10,7,0,3,1,2,0.6,515
15268,2012-10-03,4,1,10,8,0,3,1,2,0.62,809
15269,2012-10-03,4,1,10,9,0,3,1,2,0.62,362
15270,2012-10-03,4,1,10,10,0,3,1,1,0.66,175
15271,2012-10-03,4,1,10,11,0,3,1,1,0.66,230
15272,2012-10-03,4,1,10,12,0,3,1,2,0.7,358
15273,2012-10-03,4,1,10,13,0,3,1,2,0.7,279
15274,2012-10-03,4,1,10,14,0,3,1,2,0.72,251
15275,2012-10-03,4,1,10,15,0,3,1,2,0.72,319
15276,2012-10-03,4,1,10,16,0,3,1,2,0.72,478
15277,2012-10-03,4,1,10,17,0,3,1,1,0.7,917
15278,2012-10-03,4,1,10,18,0,3,1,1,0.7,810
15279,2012-10-03,4,1,10,19,0,3,1,1,0.7,593
15280,2012-10-03,4,1,10,20,0,3,1,1,0.7,497
15281,2012-10-03,4,1,10,21,0,3,1,2,0.66,209
15282,2012-10-03,4,1,10,22,0,3,1,1,0.66,241
15283,2012-10-03,4,1,10,23,0,3,1,2,0.66,220
15284,2012-10-04,4,1,10,0,0,4,1,3,0.64,76
15285,2012-10-04,4,1,10,1,0,4,1,2,0.62,25
15286,2012-10-04,4,1,10,2,0,4,1,1,0.64,13
15287,2012-10-04,4,1,10,3,0,4,1,2,0.62,11
15288,2012-10-04,4,1,10,4,0,4,1,2,0.64,10
15289,2012-10-04,4,1,10,5,0,4,1,3,0.64,39
15290,2012-10-04,4,1,10,6,0,4,1,3,0.62,133
15291,2012-10-04,4,1,10,7,0,4,1,2,0.64,391
15292,2012-10-04,4,1,10,8,0,4,1,1,0.64,738
15293,2012-10-04,4,1,10,9,0,4,1,2,0.64,359
15294,2012-10-04,4,1,10,10,0,4,1,2,0.66,177
15295,2012-10-04,4,1,10,11,0,4,1,2,0.7,214
15296,2012-10-04,4,1,10,12,0,4,1,2,0.72,288
15297,2012-10-04,4,1,10,13,0,4,1,2,0.72,294
15298,2012-10-04,4,1,10,14,0,4,1,1,0.7,267
15299,2012-10-04,4,1,10,15,0,4,1,1,0.72,325
15300,2012-10-04,4,1,10,16,0,4,1,1,0.7,497
15301,2012-10-04,4,1,10,17,0,4,1,1,0.7,901
15302,2012-10-04,4,1,10,18,0,4,1,1,0.66,887
15303,2012-10-04,4,1,10,19,0,4,1,1,0.66,534
15304,2012-10-04,4,1,10,20,0,4,1,1,0.64,441
15305,2012-10-04,4,1,10,21,0,4,1,1,0.62,321
15306,2012-10-04,4,1,10,22,0,4,1,1,0.64,232
15307,2012-10-04,4,1,10,23,0,4,1,1,0.6,155
15308,2012-10-05,4,1,10,0,0,5,1,1,0.56,102
15309,2012-10-05,4,1,10,1,0,5,1,1,0.54,46
15310,2012-10-05,4,1,10,2,0,5,1,1,0.54,11
15311,2012-10-05,4,1,10,3,0,5,1,1,0.54,16
15312,2012-10-05,4,1,10,4,0,5,1,1,0.54,11
15313,2012-10-05,4,1,10,5,0,5,1,1,0.52,41
15314,2012-10-05,4,1,10,6,0,5,1,1,0.52,137
15315,2012-10-05,4,1,10,7,0,5,1,1,0.52,428
15316,2012-10-05,4,1,10,8,0,5,1,1,0.58,785
15317,2012-10-05,4,1,10,9,0,5,1,1,0.6,384
15318,2012-10-05,4,1,10,10,0,5,1,1,0.66,260
15319,2012-10-05,4,1,10,11,0,5,1,1,0.7,304
15320,2012-10-05,4,1,10,12,0,5,1,1,0.72,468
15321,2012-10-05,4,1,10,13,0,5,1,1,0.7,424
15322,2012-10-05,4,1,10,14,0,5,1,1,0.74,400
15323,2012-10-05,4,1,10,15,0,5,1,1,0.72,470
15324,2012-10-05,4,1,10,16,0,5,1,1,0.72,634
15325,2012-10-05,4,1,10,17,0,5,1,1,0.7,900
15326,2012-10-05,4,1,10,18,0,5,1,1,0.64,761
15327,2012-10-05,4,1,10,19,0,5,1,1,0.62,500
15328,2012-10-05,4,1,10,20,0,5,1,1,0.6,372
15329,2012-10-05,4,1,10,21,0,5,1,1,0.6,267
15330,2012-10-05,4,1,10,22,0,5,1,1,0.6,264
15331,2012-10-05,4,1,10,23,0,5,1,1,0.58,171
15332,2012-10-06,4,1,10,0,0,6,0,1,0.56,191
15333,2012-10-06,4,1,10,1,0,6,0,1,0.56,141
15334,2012-10-06,4,1,10,2,0,6,0,1,0.56,75
15335,2012-10-06,4,1,10,3,0,6,0,1,0.54,56
15336,2012-10-06,4,1,10,4,0,6,0,1,0.54,11
15337,2012-10-06,4,1,10,5,0,6,0,1,0.54,10
15338,2012-10-06,4,1,10,6,0,6,0,1,0.54,30
15339,2012-10-06,4,1,10,7,0,6,0,1,0.54,84
15340,2012-10-06,4,1,10,8,0,6,0,1,0.56,206
15341,2012-10-06,4,1,10,9,0,6,0,1,0.6,395
15342,2012-10-06,4,1,10,10,0,6,0,1,0.62,539
15343,2012-10-06,4,1,10,11,0,6,0,1,0.64,647
15344,2012-10-06,4,1,10,12,0,6,0,1,0.7,743
15345,2012-10-06,4,1,10,13,0,6,0,2,0.64,710
15346,2012-10-06,4,1,10,14,0,6,0,2,0.6,576
15347,2012-10-06,4,1,10,15,0,6,0,1,0.6,620
15348,2012-10-06,4,1,10,16,0,6,0,1,0.6,659
15349,2012-10-06,4,1,10,17,0,6,0,1,0.54,610
15350,2012-10-06,4,1,10,18,0,6,0,1,0.52,495
15351,2012-10-06,4,1,10,19,0,6,0,1,0.48,341
15352,2012-10-06,4,1,10,20,0,6,0,1,0.48,247
15353,2012-10-06,4,1,10,21,0,6,0,1,0.46,215
15354,2012-10-06,4,1,10,22,0,6,0,1,0.44,185
15355,2012-10-06,4,1,10,23,0,6,0,1,0.44,179
15356,2012-10-07,4,1,10,0,0,0,0,1,0.44,127
15357,2012-10-07,4,1,10,1,0,0,0,1,0.44,109
15358,2012-10-07,4,1,10,2,0,0,0,1,0.42,74
15359,2012-10-07,4,1,10,3,0,0,0,2,0.44,22
15360,2012-10-07,4,1,10,4,0,0,0,2,0.44,11
15361,2012-10-07,4,1,10,5,0,0,0,2,0.44,10
15362,2012-10-07,4,1,10,6,0,0,0,2,0.44,23
15363,2012-10-07,4,1,10,7,0,0,0,3,0.42,35
15364,2012-10-07,4,1,10,8,0,0,0,3,0.42,62
15365,2012-10-07,4,1,10,9,0,0,0,3,0.4,86
15366,2012-10-07,4,1,10,10,0,0,0,2,0.42,185
15367,2012-10-07,4,1,10,11,0,0,0,2,0.42,336
15368,2012-10-07,4,1,10,12,0,0,0,2,0.42,392
15369,2012-10-07,4,1,10,13,0,0,0,2,0.44,320
15370,2012-10-07,4,1,10,14,0,0,0,2,0.44,314
15371,2012-10-07,4,1,10,15,0,0,0,3,0.42,306
15372,2012-10-07,4,1,10,16,0,0,0,3,0.4,333
15373,2012-10-07,4,1,10,17,0,0,0,3,0.4,157
15374,2012-10-07,4,1,10,18,0,0,0,3,0.4,106
15375,2012-10-07,4,1,10,19,0,0,0,2,0.4,114
15376,2012-10-07,4,1,10,20,0,0,0,1,0.4,116
15377,2012-10-07,4,1,10,21,0,0,0,1,0.38,113
15378,2012-10-07,4,1,10,22,0,0,0,1,0.38,79
15379,2012-10-07,4,1,10,23,0,0,0,1,0.36,80
15380,2012-10-08,4,1,10,0,1,1,0,1,0.38,51
15381,2012-10-08,4,1,10,1,1,1,0,1,0.34,37
15382,2012-10-08,4,1,10,2,1,1,0,1,0.34,15
15383,2012-10-08,4,1,10,3,1,1,0,1,0.34,10
15384,2012-10-08,4,1,10,4,1,1,0,1,0.32,7
15385,2012-10-08,4,1,10,5,1,1,0,1,0.34,19
15386,2012-10-08,4,1,10,6,1,1,0,1,0.34,59
15387,2012-10-08,4,1,10,7,1,1,0,2,0.34,154
15388,2012-10-08,4,1,10,8,1,1,0,2,0.36,397
15389,2012-10-08,4,1,10,9,1,1,0,2,0.38,332
15390,2012-10-08,4,1,10,10,1,1,0,2,0.38,298
15391,2012-10-08,4,1,10,11,1,1,0,2,0.4,308
15392,2012-10-08,4,1,10,12,1,1,0,2,0.42,341
15393,2012-10-08,4,1,10,13,1,1,0,2,0.42,405
15394,2012-10-08,4,1,10,14,1,1,0,2,0.42,420
15395,2012-10-08,4,1,10,15,1,1,0,3,0.42,370
15396,2012-10-08,4,1,10,16,1,1,0,3,0.42,377
15397,2012-10-08,4,1,10,17,1,1,0,2,0.42,497
15398,2012-10-08,4,1,10,18,1,1,0,2,0.42,456
15399,2012-10-08,4,1,10,19,1,1,0,2,0.4,371
15400,2012-10-08,4,1,10,20,1,1,0,3,0.4,227
15401,2012-10-08,4,1,10,21,1,1,0,2,0.4,151
15402,2012-10-08,4,1,10,22,1,1,0,3,0.4,107
15403,2012-10-08,4,1,10,23,1,1,0,2,0.4,69
15404,2012-10-09,4,1,10,0,0,2,1,2,0.38,31
15405,2012-10-09,4,1,10,1,0,2,1,3,0.36,13
15406,2012-10-09,4,1,10,2,0,2,1,3,0.36,7
15407,2012-10-09,4,1,10,3,0,2,1,3,0.36,3
15408,2012-10-09,4,1,10,4,0,2,1,3,0.36,7
15409,2012-10-09,4,1,10,5,0,2,1,2,0.38,19
15410,2012-10-09,4,1,10,6,0,2,1,2,0.38,143
15411,2012-10-09,4,1,10,7,0,2,1,1,0.38,362
15412,2012-10-09,4,1,10,8,0,2,1,2,0.42,713
15413,2012-10-09,4,1,10,9,0,2,1,2,0.42,382
15414,2012-10-09,4,1,10,10,0,2,1,2,0.44,164
15415,2012-10-09,4,1,10,11,0,2,1,2,0.48,193
15416,2012-10-09,4,1,10,12,0,2,1,2,0.48,260
15417,2012-10-09,4,1,10,13,0,2,1,2,0.5,238
15418,2012-10-09,4,1,10,14,0,2,1,2,0.54,244
15419,2012-10-09,4,1,10,15,0,2,1,2,0.52,254
15420,2012-10-09,4,1,10,16,0,2,1,2,0.5,424
15421,2012-10-09,4,1,10,17,0,2,1,2,0.52,806
15422,2012-10-09,4,1,10,18,0,2,1,2,0.5,784
15423,2012-10-09,4,1,10,19,0,2,1,2,0.5,514
15424,2012-10-09,4,1,10,20,0,2,1,2,0.5,360
15425,2012-10-09,4,1,10,21,0,2,1,2,0.48,225
15426,2012-10-09,4,1,10,22,0,2,1,2,0.48,162
15427,2012-10-09,4,1,10,23,0,2,1,2,0.48,84
15428,2012-10-10,4,1,10,0,0,3,1,2,0.46,33
15429,2012-10-10,4,1,10,1,0,3,1,2,0.46,8
15430,2012-10-10,4,1,10,2,0,3,1,2,0.46,8
15431,2012-10-10,4,1,10,3,0,3,1,2,0.46,6
15432,2012-10-10,4,1,10,4,0,3,1,2,0.46,6
15433,2012-10-10,4,1,10,5,0,3,1,2,0.46,40
15434,2012-10-10,4,1,10,6,0,3,1,2,0.46,175
15435,2012-10-10,4,1,10,7,0,3,1,1,0.46,507
15436,2012-10-10,4,1,10,8,0,3,1,1,0.5,839
15437,2012-10-10,4,1,10,9,0,3,1,1,0.54,366
15438,2012-10-10,4,1,10,10,0,3,1,1,0.56,217
15439,2012-10-10,4,1,10,11,0,3,1,1,0.54,291
15440,2012-10-10,4,1,10,12,0,3,1,1,0.54,390
15441,2012-10-10,4,1,10,13,0,3,1,1,0.56,297
15442,2012-10-10,4,1,10,14,0,3,1,1,0.6,271
15443,2012-10-10,4,1,10,15,0,3,1,1,0.6,319
15444,2012-10-10,4,1,10,16,0,3,1,1,0.6,566
15445,2012-10-10,4,1,10,17,0,3,1,1,0.58,948
15446,2012-10-10,4,1,10,18,0,3,1,2,0.56,844
15447,2012-10-10,4,1,10,19,0,3,1,2,0.56,566
15448,2012-10-10,4,1,10,20,0,3,1,1,0.52,392
15449,2012-10-10,4,1,10,21,0,3,1,1,0.5,269
15450,2012-10-10,4,1,10,22,0,3,1,1,0.46,197
15451,2012-10-10,4,1,10,23,0,3,1,1,0.44,136
15452,2012-10-11,4,1,10,0,0,4,1,1,0.44,42
15453,2012-10-11,4,1,10,1,0,4,1,1,0.44,11
15454,2012-10-11,4,1,10,2,0,4,1,1,0.42,11
15455,2012-10-11,4,1,10,3,0,4,1,1,0.42,3
15456,2012-10-11,4,1,10,4,0,4,1,1,0.4,10
15457,2012-10-11,4,1,10,5,0,4,1,1,0.36,42
15458,2012-10-11,4,1,10,6,0,4,1,1,0.36,159
15459,2012-10-11,4,1,10,7,0,4,1,1,0.36,478
15460,2012-10-11,4,1,10,8,0,4,1,1,0.38,798
15461,2012-10-11,4,1,10,9,0,4,1,1,0.4,355
15462,2012-10-11,4,1,10,10,0,4,1,1,0.44,204
15463,2012-10-11,4,1,10,11,0,4,1,1,0.46,251
15464,2012-10-11,4,1,10,12,0,4,1,1,0.46,326
15465,2012-10-11,4,1,10,13,0,4,1,1,0.5,291
15466,2012-10-11,4,1,10,14,0,4,1,1,0.52,348
15467,2012-10-11,4,1,10,15,0,4,1,1,0.52,460
15468,2012-10-11,4,1,10,16,0,4,1,1,0.5,481
15469,2012-10-11,4,1,10,17,0,4,1,1,0.5,827
15470,2012-10-11,4,1,10,18,0,4,1,1,0.46,692
15471,2012-10-11,4,1,10,19,0,4,1,1,0.44,743
15472,2012-10-11,4,1,10,20,0,4,1,1,0.42,415
15473,2012-10-11,4,1,10,21,0,4,1,1,0.42,260
15474,2012-10-11,4,1,10,22,0,4,1,1,0.4,177
15475,2012-10-11,4,1,10,23,0,4,1,1,0.42,186
15476,2012-10-12,4,1,10,0,0,5,1,1,0.4,68
15477,2012-10-12,4,1,10,1,0,5,1,1,0.4,37
15478,2012-10-12,4,1,10,2,0,5,1,1,0.4,16
15479,2012-10-12,4,1,10,3,0,5,1,1,0.36,6
15480,2012-10-12,4,1,10,4,0,5,1,1,0.36,8
15481,2012-10-12,4,1,10,5,0,5,1,1,0.36,35
15482,2012-10-12,4,1,10,6,0,5,1,1,0.34,143
15483,2012-10-12,4,1,10,7,0,5,1,1,0.36,392
15484,2012-10-12,4,1,10,8,0,5,1,1,0.42,745
15485,2012-10-12,4,1,10,9,0,5,1,1,0.5,400
15486,2012-10-12,4,1,10,10,0,5,1,1,0.52,275
15487,2012-10-12,4,1,10,11,0,5,1,1,0.54,313
15488,2012-10-12,4,1,10,12,0,5,1,1,0.54,387
15489,2012-10-12,4,1,10,13,0,5,1,1,0.56,381
15490,2012-10-12,4,1,10,14,0,5,1,1,0.56,371
15491,2012-10-12,4,1,10,15,0,5,1,1,0.52,455
15492,2012-10-12,4,1,10,16,0,5,1,1,0.46,520
15493,2012-10-12,4,1,10,17,0,5,1,1,0.46,837
15494,2012-10-12,4,1,10,18,0,5,1,1,0.44,642
15495,2012-10-12,4,1,10,19,0,5,1,1,0.42,493
15496,2012-10-12,4,1,10,20,0,5,1,1,0.42,308
15497,2012-10-12,4,1,10,21,0,5,1,1,0.4,190
15498,2012-10-12,4,1,10,22,0,5,1,1,0.4,160
15499,2012-10-12,4,1,10,23,0,5,1,1,0.36,100
15500,2012-10-13,4,1,10,0,0,6,0,1,0.36,249
15501,2012-10-13,4,1,10,1,0,6,0,1,0.34,146
15502,2012-10-13,4,1,10,2,0,6,0,1,0.34,67
15503,2012-10-13,4,1,10,3,0,6,0,1,0.32,15
15504,2012-10-13,4,1,10,4,0,6,0,1,0.3,11
15505,2012-10-13,4,1,10,5,0,6,0,1,0.3,11
15506,2012-10-13,4,1,10,6,0,6,0,1,0.3,28
15507,2012-10-13,4,1,10,7,0,6,0,1,0.3,70
15508,2012-10-13,4,1,10,8,0,6,0,1,0.34,174
15509,2012-10-13,4,1,10,9,0,6,0,1,0.36,266
15510,2012-10-13,4,1,10,10,0,6,0,1,0.4,347
15511,2012-10-13,4,1,10,11,0,6,0,1,0.42,527
15512,2012-10-13,4,1,10,12,0,6,0,1,0.44,573
15513,2012-10-13,4,1,10,13,0,6,0,1,0.46,670
15514,2012-10-13,4,1,10,14,0,6,0,1,0.48,597
15515,2012-10-13,4,1,10,15,0,6,0,1,0.5,615
15516,2012-10-13,4,1,10,16,0,6,0,1,0.5,637
15517,2012-10-13,4,1,10,17,0,6,0,1,0.46,528
15518,2012-10-13,4,1,10,18,0,6,0,1,0.46,473
15519,2012-10-13,4,1,10,19,0,6,0,1,0.44,332
15520,2012-10-13,4,1,10,20,0,6,0,1,0.4,255
15521,2012-10-13,4,1,10,21,0,6,0,1,0.4,204
15522,2012-10-13,4,1,10,22,0,6,0,1,0.4,189
15523,2012-10-13,4,1,10,23,0,6,0,1,0.42,125
15524,2012-10-14,4,1,10,0,0,0,0,1,0.4,111
15525,2012-10-14,4,1,10,1,0,0,0,1,0.42,112
15526,2012-10-14,4,1,10,2,0,0,0,1,0.4,66
15527,2012-10-14,4,1,10,3,0,0,0,1,0.42,28
15528,2012-10-14,4,1,10,4,0,0,0,1,0.42,12
15529,2012-10-14,4,1,10,5,0,0,0,1,0.4,11
15530,2012-10-14,4,1,10,6,0,0,0,1,0.4,24
15531,2012-10-14,4,1,10,7,0,0,0,1,0.42,51
15532,2012-10-14,4,1,10,8,0,0,0,1,0.44,132
15533,2012-10-14,4,1,10,9,0,0,0,2,0.48,223
15534,2012-10-14,4,1,10,10,0,0,0,1,0.54,428
15535,2012-10-14,4,1,10,11,0,0,0,1,0.56,494
15536,2012-10-14,4,1,10,12,0,0,0,1,0.62,562
15537,2012-10-14,4,1,10,13,0,0,0,1,0.64,619
15538,2012-10-14,4,1,10,14,0,0,0,1,0.66,617
15539,2012-10-14,4,1,10,15,0,0,0,1,0.66,568
15540,2012-10-14,4,1,10,16,0,0,0,1,0.64,581
15541,2012-10-14,4,1,10,17,0,0,0,1,0.64,539
15542,2012-10-14,4,1,10,18,0,0,0,1,0.58,453
15543,2012-10-14,4,1,10,19,0,0,0,1,0.56,336
15544,2012-10-14,4,1,10,20,0,0,0,1,0.54,246
15545,2012-10-14,4,1,10,21,0,0,0,1,0.56,196
15546,2012-10-14,4,1,10,22,0,0,0,1,0.56,125
15547,2012-10-14,4,1,10,23,0,0,0,2,0.56,105
15548,2012-10-15,4,1,10,0,0,1,1,2,0.56,48
15549,2012-10-15,4,1,10,1,0,1,1,2,0.58,29
15550,2012-10-15,4,1,10,2,0,1,1,2,0.58,6
15551,2012-10-15,4,1,10,3,0,1,1,2,0.56,4
15552,2012-10-15,4,1,10,4,0,1,1,2,0.56,10
15553,2012-10-15,4,1,10,5,0,1,1,2,0.56,40
15554,2012-10-15,4,1,10,6,0,1,1,2,0.56,147
15555,2012-10-15,4,1,10,7,0,1,1,2,0.58,476
15556,2012-10-15,4,1,10,8,0,1,1,2,0.6,737
15557,2012-10-15,4,1,10,9,0,1,1,3,0.6,359
15558,2012-10-15,4,1,10,10,0,1,1,2,0.6,168
15559,2012-10-15,4,1,10,11,0,1,1,2,0.6,263
15560,2012-10-15,4,1,10,12,0,1,1,3,0.6,284
15561,2012-10-15,4,1,10,13,0,1,1,2,0.56,146
15562,2012-10-15,4,1,10,14,0,1,1,2,0.6,185
15563,2012-10-15,4,1,10,15,0,1,1,1,0.6,260
15564,2012-10-15,4,1,10,16,0,1,1,1,0.56,447
15565,2012-10-15,4,1,10,17,0,1,1,1,0.56,766
15566,2012-10-15,4,1,10,18,0,1,1,3,0.54,592
15567,2012-10-15,4,1,10,19,0,1,1,3,0.52,239
15568,2012-10-15,4,1,10,20,0,1,1,2,0.52,256
15569,2012-10-15,4,1,10,21,0,1,1,1,0.52,206
15570,2012-10-15,4,1,10,22,0,1,1,1,0.5,126
15571,2012-10-15,4,1,10,23,0,1,1,1,0.46,81
15572,2012-10-16,4,1,10,0,0,2,1,1,0.46,48
15573,2012-10-16,4,1,10,1,0,2,1,1,0.44,13
15574,2012-10-16,4,1,10,2,0,2,1,1,0.44,3
15575,2012-10-16,4,1,10,3,0,2,1,1,0.42,2
15576,2012-10-16,4,1,10,4,0,2,1,1,0.42,7
15577,2012-10-16,4,1,10,5,0,2,1,1,0.42,52
15578,2012-10-16,4,1,10,6,0,2,1,1,0.42,172
